trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Czech,2,BlockType.Alternating,1,128,128_st_4.wav,21
2,2,TrialType.Ostrava,2,BlockType.Alternating,1,47,47_d_4.wav,22
3,3,TrialType.Czech,2,BlockType.Alternating,1,56,56_st_4.wav,23
4,4,TrialType.Ostrava,2,BlockType.Alternating,1,83,83_d_4.wav,24
5,5,TrialType.Ostrava,3,BlockType.Homogenous,1,76,76_d_4.wav,31
6,6,TrialType.Ostrava,3,BlockType.Homogenous,1,42,42_d_4.wav,32
7,7,TrialType.Ostrava,3,BlockType.Homogenous,1,104,104_d_4.wav,33
8,8,TrialType.Ostrava,3,BlockType.Homogenous,1,89,89_d_4.wav,34
9,9,TrialType.Ostrava,4,BlockType.Alternating,1,4,04_d_4.wav,41
10,10,TrialType.Czech,4,BlockType.Alternating,1,63,63_st_4.wav,42
11,11,TrialType.Ostrava,4,BlockType.Alternating,1,46,46_d_4.wav,43
12,12,TrialType.Czech,4,BlockType.Alternating,1,123,123_st_4.wav,44
13,13,TrialType.Czech,1,BlockType.Homogenous,1,9,09_st_4.wav,11
14,14,TrialType.Czech,1,BlockType.Homogenous,1,52,52_st_4.wav,12
15,15,TrialType.Czech,1,BlockType.Homogenous,1,60,60_st_4.wav,13
16,16,TrialType.Czech,1,BlockType.Homogenous,1,43,43_st_4.wav,14
17,17,TrialType.Czech,2,BlockType.Alternating,2,22,22_st_4.wav,21
18,18,TrialType.Ostrava,2,BlockType.Alternating,2,118,118_d_4.wav,22
19,19,TrialType.Czech,2,BlockType.Alternating,2,81,81_st_4.wav,23
20,20,TrialType.Ostrava,2,BlockType.Alternating,2,1,01_d_4.wav,24
21,21,TrialType.Ostrava,3,BlockType.Homogenous,2,65,65_d_4.wav,31
22,22,TrialType.Ostrava,3,BlockType.Homogenous,2,126,126_d_4.wav,32
23,23,TrialType.Ostrava,3,BlockType.Homogenous,2,12,12_d_4.wav,33
24,24,TrialType.Ostrava,3,BlockType.Homogenous,2,82,82_d_4.wav,34
25,25,TrialType.Ostrava,4,BlockType.Alternating,2,23,23_d_4.wav,41
26,26,TrialType.Czech,4,BlockType.Alternating,2,44,44_st_4.wav,42
27,27,TrialType.Ostrava,4,BlockType.Alternating,2,125,125_d_4.wav,43
28,28,TrialType.Czech,4,BlockType.Alternating,2,131,131_st_4.wav,44
29,29,TrialType.Czech,1,BlockType.Homogenous,2,105,105_st_4.wav,11
30,30,TrialType.Czech,1,BlockType.Homogenous,2,19,19_st_4.wav,12
31,31,TrialType.Czech,1,BlockType.Homogenous,2,17,17_st_4.wav,13
32,32,TrialType.Czech,1,BlockType.Homogenous,2,94,94_st_4.wav,14
33,33,TrialType.Czech,2,BlockType.Alternating,3,120,120_st_4.wav,21
34,34,TrialType.Ostrava,2,BlockType.Alternating,3,38,38_d_4.wav,22
35,35,TrialType.Czech,2,BlockType.Alternating,3,100,100_st_4.wav,23
36,36,TrialType.Ostrava,2,BlockType.Alternating,3,95,95_d_4.wav,24
37,37,TrialType.Ostrava,3,BlockType.Homogenous,3,108,108_d_4.wav,31
38,38,TrialType.Ostrava,3,BlockType.Homogenous,3,57,57_d_4.wav,32
39,39,TrialType.Ostrava,3,BlockType.Homogenous,3,41,41_d_4.wav,33
40,40,TrialType.Ostrava,3,BlockType.Homogenous,3,80,80_d_4.wav,34
41,41,TrialType.Ostrava,4,BlockType.Alternating,3,48,48_d_4.wav,41
42,42,TrialType.Czech,4,BlockType.Alternating,3,115,115_st_4.wav,42
43,43,TrialType.Ostrava,4,BlockType.Alternating,3,91,91_d_4.wav,43
44,44,TrialType.Czech,4,BlockType.Alternating,3,109,109_st_4.wav,44
45,45,TrialType.Czech,1,BlockType.Homogenous,3,79,79_st_4.wav,11
46,46,TrialType.Czech,1,BlockType.Homogenous,3,34,34_st_4.wav,12
47,47,TrialType.Czech,1,BlockType.Homogenous,3,54,54_st_4.wav,13
48,48,TrialType.Czech,1,BlockType.Homogenous,3,53,53_st_4.wav,14
49,49,TrialType.Czech,2,BlockType.Alternating,4,30,30_st_4.wav,21
50,50,TrialType.Ostrava,2,BlockType.Alternating,4,103,103_d_4.wav,22
51,51,TrialType.Czech,2,BlockType.Alternating,4,24,24_st_4.wav,23
52,52,TrialType.Ostrava,2,BlockType.Alternating,4,8,08_d_4.wav,24
53,53,TrialType.Ostrava,3,BlockType.Homogenous,4,70,70_d_4.wav,31
54,54,TrialType.Ostrava,3,BlockType.Homogenous,4,92,92_d_4.wav,32
55,55,TrialType.Ostrava,3,BlockType.Homogenous,4,62,62_d_4.wav,33
56,56,TrialType.Ostrava,3,BlockType.Homogenous,4,2,02_d_4.wav,34
57,57,TrialType.Ostrava,4,BlockType.Alternating,4,93,93_d_4.wav,41
58,58,TrialType.Czech,4,BlockType.Alternating,4,50,50_st_4.wav,42
59,59,TrialType.Ostrava,4,BlockType.Alternating,4,11,11_d_4.wav,43
60,60,TrialType.Czech,4,BlockType.Alternating,4,40,40_st_4.wav,44
61,61,TrialType.Czech,1,BlockType.Homogenous,4,114,114_st_4.wav,11
62,62,TrialType.Czech,1,BlockType.Homogenous,4,55,55_st_4.wav,12
63,63,TrialType.Czech,1,BlockType.Homogenous,4,112,112_st_4.wav,13
64,64,TrialType.Czech,1,BlockType.Homogenous,4,14,14_st_4.wav,14
