trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Czech,2,BlockType.Alternating,1,53,53_st_4.wav,21
2,2,TrialType.Ostrava,2,BlockType.Alternating,1,44,44_d_4.wav,22
3,3,TrialType.Czech,2,BlockType.Alternating,1,59,59_st_4.wav,23
4,4,TrialType.Ostrava,2,BlockType.Alternating,1,124,124_d_4.wav,24
5,5,TrialType.Ostrava,3,BlockType.Homogenous,1,9,09_d_4.wav,31
6,6,TrialType.Ostrava,3,BlockType.Homogenous,1,97,97_d_4.wav,32
7,7,TrialType.Ostrava,3,BlockType.Homogenous,1,120,120_d_4.wav,33
8,8,TrialType.Ostrava,3,BlockType.Homogenous,1,90,90_d_4.wav,34
9,9,TrialType.Ostrava,4,BlockType.Alternating,1,94,94_d_4.wav,41
10,10,TrialType.Czech,4,BlockType.Alternating,1,115,115_st_4.wav,42
11,11,TrialType.Ostrava,4,BlockType.Alternating,1,62,62_d_4.wav,43
12,12,TrialType.Czech,4,BlockType.Alternating,1,63,63_st_4.wav,44
13,13,TrialType.Czech,1,BlockType.Homogenous,1,125,125_st_4.wav,11
14,14,TrialType.Czech,1,BlockType.Homogenous,1,7,07_st_4.wav,12
15,15,TrialType.Czech,1,BlockType.Homogenous,1,131,131_st_4.wav,13
16,16,TrialType.Czech,1,BlockType.Homogenous,1,91,91_st_4.wav,14
17,17,TrialType.Czech,2,BlockType.Alternating,2,8,08_st_4.wav,21
18,18,TrialType.Ostrava,2,BlockType.Alternating,2,123,123_d_4.wav,22
19,19,TrialType.Czech,2,BlockType.Alternating,2,108,108_st_4.wav,23
20,20,TrialType.Ostrava,2,BlockType.Alternating,2,80,80_d_4.wav,24
21,21,TrialType.Ostrava,3,BlockType.Homogenous,2,10,10_d_4.wav,31
22,22,TrialType.Ostrava,3,BlockType.Homogenous,2,77,77_d_4.wav,32
23,23,TrialType.Ostrava,3,BlockType.Homogenous,2,61,61_d_4.wav,33
24,24,TrialType.Ostrava,3,BlockType.Homogenous,2,92,92_d_4.wav,34
25,25,TrialType.Ostrava,4,BlockType.Alternating,2,103,103_d_4.wav,41
26,26,TrialType.Czech,4,BlockType.Alternating,2,1,01_st_4.wav,42
27,27,TrialType.Ostrava,4,BlockType.Alternating,2,2,02_d_4.wav,43
28,28,TrialType.Czech,4,BlockType.Alternating,2,102,102_st_4.wav,44
29,29,TrialType.Czech,1,BlockType.Homogenous,2,101,101_st_4.wav,11
30,30,TrialType.Czech,1,BlockType.Homogenous,2,34,34_st_4.wav,12
31,31,TrialType.Czech,1,BlockType.Homogenous,2,68,68_st_4.wav,13
32,32,TrialType.Czech,1,BlockType.Homogenous,2,36,36_st_4.wav,14
33,33,TrialType.Czech,2,BlockType.Alternating,3,83,83_st_4.wav,21
34,34,TrialType.Ostrava,2,BlockType.Alternating,3,87,87_d_4.wav,22
35,35,TrialType.Czech,2,BlockType.Alternating,3,52,52_st_4.wav,23
36,36,TrialType.Ostrava,2,BlockType.Alternating,3,111,111_d_4.wav,24
37,37,TrialType.Ostrava,3,BlockType.Homogenous,3,27,27_d_4.wav,31
38,38,TrialType.Ostrava,3,BlockType.Homogenous,3,45,45_d_4.wav,32
39,39,TrialType.Ostrava,3,BlockType.Homogenous,3,126,126_d_4.wav,33
40,40,TrialType.Ostrava,3,BlockType.Homogenous,3,60,60_d_4.wav,34
41,41,TrialType.Ostrava,4,BlockType.Alternating,3,69,69_d_4.wav,41
42,42,TrialType.Czech,4,BlockType.Alternating,3,104,104_st_4.wav,42
43,43,TrialType.Ostrava,4,BlockType.Alternating,3,54,54_d_4.wav,43
44,44,TrialType.Czech,4,BlockType.Alternating,3,20,20_st_4.wav,44
45,45,TrialType.Czech,1,BlockType.Homogenous,3,57,57_st_4.wav,11
46,46,TrialType.Czech,1,BlockType.Homogenous,3,127,127_st_4.wav,12
47,47,TrialType.Czech,1,BlockType.Homogenous,3,122,122_st_4.wav,13
48,48,TrialType.Czech,1,BlockType.Homogenous,3,22,22_st_4.wav,14
49,49,TrialType.Czech,2,BlockType.Alternating,4,30,30_st_4.wav,21
50,50,TrialType.Ostrava,2,BlockType.Alternating,4,49,49_d_4.wav,22
51,51,TrialType.Czech,2,BlockType.Alternating,4,35,35_st_4.wav,23
52,52,TrialType.Ostrava,2,BlockType.Alternating,4,70,70_d_4.wav,24
53,53,TrialType.Ostrava,3,BlockType.Homogenous,4,133,133_d_4.wav,31
54,54,TrialType.Ostrava,3,BlockType.Homogenous,4,6,06_d_4.wav,32
55,55,TrialType.Ostrava,3,BlockType.Homogenous,4,3,03_d_4.wav,33
56,56,TrialType.Ostrava,3,BlockType.Homogenous,4,82,82_d_4.wav,34
57,57,TrialType.Ostrava,4,BlockType.Alternating,4,110,110_d_4.wav,41
58,58,TrialType.Czech,4,BlockType.Alternating,4,116,116_st_4.wav,42
59,59,TrialType.Ostrava,4,BlockType.Alternating,4,29,29_d_4.wav,43
60,60,TrialType.Czech,4,BlockType.Alternating,4,58,58_st_4.wav,44
61,61,TrialType.Czech,1,BlockType.Homogenous,4,5,05_st_4.wav,11
62,62,TrialType.Czech,1,BlockType.Homogenous,4,112,112_st_4.wav,12
63,63,TrialType.Czech,1,BlockType.Homogenous,4,66,66_st_4.wav,13
64,64,TrialType.Czech,1,BlockType.Homogenous,4,113,113_st_4.wav,14
