trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Czech,2,BlockType.Alternating,1,101,101_st_4.wav,21
2,2,TrialType.Ostrava,2,BlockType.Alternating,1,107,107_d_4.wav,22
3,3,TrialType.Czech,2,BlockType.Alternating,1,31,31_st_4.wav,23
4,4,TrialType.Ostrava,2,BlockType.Alternating,1,120,120_d_4.wav,24
5,5,TrialType.Ostrava,3,BlockType.Homogenous,1,45,45_d_4.wav,31
6,6,TrialType.Ostrava,3,BlockType.Homogenous,1,49,49_d_4.wav,32
7,7,TrialType.Ostrava,3,BlockType.Homogenous,1,40,40_d_4.wav,33
8,8,TrialType.Ostrava,3,BlockType.Homogenous,1,42,42_d_4.wav,34
9,9,TrialType.Ostrava,4,BlockType.Alternating,1,24,24_d_4.wav,41
10,10,TrialType.Czech,4,BlockType.Alternating,1,23,23_st_4.wav,42
11,11,TrialType.Ostrava,4,BlockType.Alternating,1,124,124_d_4.wav,43
12,12,TrialType.Czech,4,BlockType.Alternating,1,18,18_st_4.wav,44
13,13,TrialType.Czech,1,BlockType.Homogenous,1,99,99_st_4.wav,11
14,14,TrialType.Czech,1,BlockType.Homogenous,1,119,119_st_4.wav,12
15,15,TrialType.Czech,1,BlockType.Homogenous,1,130,130_st_4.wav,13
16,16,TrialType.Czech,1,BlockType.Homogenous,1,112,112_st_4.wav,14
17,17,TrialType.Czech,2,BlockType.Alternating,2,30,30_st_4.wav,21
18,18,TrialType.Ostrava,2,BlockType.Alternating,2,19,19_d_4.wav,22
19,19,TrialType.Czech,2,BlockType.Alternating,2,108,108_st_4.wav,23
20,20,TrialType.Ostrava,2,BlockType.Alternating,2,72,72_d_4.wav,24
21,21,TrialType.Ostrava,3,BlockType.Homogenous,2,121,121_d_4.wav,31
22,22,TrialType.Ostrava,3,BlockType.Homogenous,2,80,80_d_4.wav,32
23,23,TrialType.Ostrava,3,BlockType.Homogenous,2,32,32_d_4.wav,33
24,24,TrialType.Ostrava,3,BlockType.Homogenous,2,25,25_d_4.wav,34
25,25,TrialType.Ostrava,4,BlockType.Alternating,2,105,105_d_4.wav,41
26,26,TrialType.Czech,4,BlockType.Alternating,2,14,14_st_4.wav,42
27,27,TrialType.Ostrava,4,BlockType.Alternating,2,125,125_d_4.wav,43
28,28,TrialType.Czech,4,BlockType.Alternating,2,8,08_st_4.wav,44
29,29,TrialType.Czech,1,BlockType.Homogenous,2,114,114_st_4.wav,11
30,30,TrialType.Czech,1,BlockType.Homogenous,2,78,78_st_4.wav,12
31,31,TrialType.Czech,1,BlockType.Homogenous,2,83,83_st_4.wav,13
32,32,TrialType.Czech,1,BlockType.Homogenous,2,41,41_st_4.wav,14
33,33,TrialType.Czech,2,BlockType.Alternating,3,11,11_st_4.wav,21
34,34,TrialType.Ostrava,2,BlockType.Alternating,3,75,75_d_4.wav,22
35,35,TrialType.Czech,2,BlockType.Alternating,3,43,43_st_4.wav,23
36,36,TrialType.Ostrava,2,BlockType.Alternating,3,51,51_d_4.wav,24
37,37,TrialType.Ostrava,3,BlockType.Homogenous,3,16,16_d_4.wav,31
38,38,TrialType.Ostrava,3,BlockType.Homogenous,3,92,92_d_4.wav,32
39,39,TrialType.Ostrava,3,BlockType.Homogenous,3,89,89_d_4.wav,33
40,40,TrialType.Ostrava,3,BlockType.Homogenous,3,62,62_d_4.wav,34
41,41,TrialType.Ostrava,4,BlockType.Alternating,3,17,17_d_4.wav,41
42,42,TrialType.Czech,4,BlockType.Alternating,3,103,103_st_4.wav,42
43,43,TrialType.Ostrava,4,BlockType.Alternating,3,95,95_d_4.wav,43
44,44,TrialType.Czech,4,BlockType.Alternating,3,67,67_st_4.wav,44
45,45,TrialType.Czech,1,BlockType.Homogenous,3,93,93_st_4.wav,11
46,46,TrialType.Czech,1,BlockType.Homogenous,3,76,76_st_4.wav,12
47,47,TrialType.Czech,1,BlockType.Homogenous,3,56,56_st_4.wav,13
48,48,TrialType.Czech,1,BlockType.Homogenous,3,73,73_st_4.wav,14
49,49,TrialType.Czech,2,BlockType.Alternating,4,4,04_st_4.wav,21
50,50,TrialType.Ostrava,2,BlockType.Alternating,4,55,55_d_4.wav,22
51,51,TrialType.Czech,2,BlockType.Alternating,4,21,21_st_4.wav,23
52,52,TrialType.Ostrava,2,BlockType.Alternating,4,2,02_d_4.wav,24
53,53,TrialType.Ostrava,3,BlockType.Homogenous,4,29,29_d_4.wav,31
54,54,TrialType.Ostrava,3,BlockType.Homogenous,4,47,47_d_4.wav,32
55,55,TrialType.Ostrava,3,BlockType.Homogenous,4,63,63_d_4.wav,33
56,56,TrialType.Ostrava,3,BlockType.Homogenous,4,48,48_d_4.wav,34
57,57,TrialType.Ostrava,4,BlockType.Alternating,4,106,106_d_4.wav,41
58,58,TrialType.Czech,4,BlockType.Alternating,4,94,94_st_4.wav,42
59,59,TrialType.Ostrava,4,BlockType.Alternating,4,110,110_d_4.wav,43
60,60,TrialType.Czech,4,BlockType.Alternating,4,39,39_st_4.wav,44
61,61,TrialType.Czech,1,BlockType.Homogenous,4,96,96_st_4.wav,11
62,62,TrialType.Czech,1,BlockType.Homogenous,4,69,69_st_4.wav,12
63,63,TrialType.Czech,1,BlockType.Homogenous,4,54,54_st_4.wav,13
64,64,TrialType.Czech,1,BlockType.Homogenous,4,66,66_st_4.wav,14
