trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Czech,2,BlockType.Alternating,1,63,63_st_4.wav,21
2,2,TrialType.Ostrava,2,BlockType.Alternating,1,110,110_d_4.wav,22
3,3,TrialType.Czech,2,BlockType.Alternating,1,24,24_st_4.wav,23
4,4,TrialType.Ostrava,2,BlockType.Alternating,1,127,127_d_4.wav,24
5,5,TrialType.Ostrava,3,BlockType.Homogenous,1,72,72_d_4.wav,31
6,6,TrialType.Ostrava,3,BlockType.Homogenous,1,129,129_d_4.wav,32
7,7,TrialType.Ostrava,3,BlockType.Homogenous,1,107,107_d_4.wav,33
8,8,TrialType.Ostrava,3,BlockType.Homogenous,1,100,100_d_4.wav,34
9,9,TrialType.Ostrava,4,BlockType.Alternating,1,30,30_d_4.wav,41
10,10,TrialType.Czech,4,BlockType.Alternating,1,132,132_st_4.wav,42
11,11,TrialType.Ostrava,4,BlockType.Alternating,1,99,99_d_4.wav,43
12,12,TrialType.Czech,4,BlockType.Alternating,1,115,115_st_4.wav,44
13,13,TrialType.Czech,1,BlockType.Homogenous,1,46,46_st_4.wav,11
14,14,TrialType.Czech,1,BlockType.Homogenous,1,71,71_st_4.wav,12
15,15,TrialType.Czech,1,BlockType.Homogenous,1,58,58_st_4.wav,13
16,16,TrialType.Czech,1,BlockType.Homogenous,1,82,82_st_4.wav,14
17,17,TrialType.Czech,2,BlockType.Alternating,2,90,90_st_4.wav,21
18,18,TrialType.Ostrava,2,BlockType.Alternating,2,77,77_d_4.wav,22
19,19,TrialType.Czech,2,BlockType.Alternating,2,9,09_st_4.wav,23
20,20,TrialType.Ostrava,2,BlockType.Alternating,2,5,05_d_4.wav,24
21,21,TrialType.Ostrava,3,BlockType.Homogenous,2,111,111_d_4.wav,31
22,22,TrialType.Ostrava,3,BlockType.Homogenous,2,35,35_d_4.wav,32
23,23,TrialType.Ostrava,3,BlockType.Homogenous,2,81,81_d_4.wav,33
24,24,TrialType.Ostrava,3,BlockType.Homogenous,2,11,11_d_4.wav,34
25,25,TrialType.Ostrava,4,BlockType.Alternating,2,33,33_d_4.wav,41
26,26,TrialType.Czech,4,BlockType.Alternating,2,113,113_st_4.wav,42
27,27,TrialType.Ostrava,4,BlockType.Alternating,2,23,23_d_4.wav,43
28,28,TrialType.Czech,4,BlockType.Alternating,2,54,54_st_4.wav,44
29,29,TrialType.Czech,1,BlockType.Homogenous,2,64,64_st_4.wav,11
30,30,TrialType.Czech,1,BlockType.Homogenous,2,87,87_st_4.wav,12
31,31,TrialType.Czech,1,BlockType.Homogenous,2,32,32_st_4.wav,13
32,32,TrialType.Czech,1,BlockType.Homogenous,2,12,12_st_4.wav,14
33,33,TrialType.Czech,2,BlockType.Alternating,3,126,126_st_4.wav,21
34,34,TrialType.Ostrava,2,BlockType.Alternating,3,45,45_d_4.wav,22
35,35,TrialType.Czech,2,BlockType.Alternating,3,14,14_st_4.wav,23
36,36,TrialType.Ostrava,2,BlockType.Alternating,3,112,112_d_4.wav,24
37,37,TrialType.Ostrava,3,BlockType.Homogenous,3,75,75_d_4.wav,31
38,38,TrialType.Ostrava,3,BlockType.Homogenous,3,6,06_d_4.wav,32
39,39,TrialType.Ostrava,3,BlockType.Homogenous,3,79,79_d_4.wav,33
40,40,TrialType.Ostrava,3,BlockType.Homogenous,3,22,22_d_4.wav,34
41,41,TrialType.Ostrava,4,BlockType.Alternating,3,89,89_d_4.wav,41
42,42,TrialType.Czech,4,BlockType.Alternating,3,68,68_st_4.wav,42
43,43,TrialType.Ostrava,4,BlockType.Alternating,3,85,85_d_4.wav,43
44,44,TrialType.Czech,4,BlockType.Alternating,3,53,53_st_4.wav,44
45,45,TrialType.Czech,1,BlockType.Homogenous,3,123,123_st_4.wav,11
46,46,TrialType.Czech,1,BlockType.Homogenous,3,106,106_st_4.wav,12
47,47,TrialType.Czech,1,BlockType.Homogenous,3,84,84_st_4.wav,13
48,48,TrialType.Czech,1,BlockType.Homogenous,3,34,34_st_4.wav,14
49,49,TrialType.Czech,2,BlockType.Alternating,4,67,67_st_4.wav,21
50,50,TrialType.Ostrava,2,BlockType.Alternating,4,51,51_d_4.wav,22
51,51,TrialType.Czech,2,BlockType.Alternating,4,102,102_st_4.wav,23
52,52,TrialType.Ostrava,2,BlockType.Alternating,4,38,38_d_4.wav,24
53,53,TrialType.Ostrava,3,BlockType.Homogenous,4,4,04_d_4.wav,31
54,54,TrialType.Ostrava,3,BlockType.Homogenous,4,97,97_d_4.wav,32
55,55,TrialType.Ostrava,3,BlockType.Homogenous,4,20,20_d_4.wav,33
56,56,TrialType.Ostrava,3,BlockType.Homogenous,4,28,28_d_4.wav,34
57,57,TrialType.Ostrava,4,BlockType.Alternating,4,26,26_d_4.wav,41
58,58,TrialType.Czech,4,BlockType.Alternating,4,95,95_st_4.wav,42
59,59,TrialType.Ostrava,4,BlockType.Alternating,4,105,105_d_4.wav,43
60,60,TrialType.Czech,4,BlockType.Alternating,4,122,122_st_4.wav,44
61,61,TrialType.Czech,1,BlockType.Homogenous,4,49,49_st_4.wav,11
62,62,TrialType.Czech,1,BlockType.Homogenous,4,83,83_st_4.wav,12
63,63,TrialType.Czech,1,BlockType.Homogenous,4,131,131_st_4.wav,13
64,64,TrialType.Czech,1,BlockType.Homogenous,4,86,86_st_4.wav,14
