trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Czech,2,BlockType.Alternating,1,4,04_st_4.wav,21.0
2,2,TrialType.Ostrava,2,BlockType.Alternating,1,122,122_d_4.wav,22.0
3,3,TrialType.Czech,2,BlockType.Alternating,1,29,29_st_4.wav,23.0
4,4,TrialType.Ostrava,2,BlockType.Alternating,1,102,102_d_4.wav,24.0
5,5,TrialType.Ostrava,3,BlockType.Homogenous,1,37,37_d_4.wav,31.0
6,6,TrialType.Ostrava,3,BlockType.Homogenous,1,88,88_d_4.wav,32.0
7,7,TrialType.Ostrava,3,BlockType.Homogenous,1,6,06_d_4.wav,33.0
8,8,TrialType.Ostrava,3,BlockType.Homogenous,1,18,18_d_4.wav,34.0
9,9,TrialType.Ostrava,4,BlockType.Alternating,1,123,123_d_4.wav,41.0
10,10,TrialType.Czech,4,BlockType.Alternating,1,15,15_st_4.wav,42.0
11,11,TrialType.Ostrava,4,BlockType.Alternating,1,69,69_d_4.wav,43.0
12,12,TrialType.Czech,4,BlockType.Alternating,1,30,30_st_4.wav,44.0
13,13,TrialType.Czech,1,BlockType.Homogenous,1,92,92_st_4.wav,11.0
14,14,TrialType.Czech,1,BlockType.Homogenous,1,97,97_st_4.wav,12.0
15,15,TrialType.Czech,1,BlockType.Homogenous,1,126,126_st_4.wav,13.0
16,16,TrialType.Czech,1,BlockType.Homogenous,1,19,19_st_4.wav,14.0
17,17,TrialType.Czech,2,BlockType.Alternating,2,95,95_st_4.wav,21.0
18,18,TrialType.Ostrava,2,BlockType.Alternating,2,5,05_d_4.wav,22.0
19,19,TrialType.Czech,2,BlockType.Alternating,2,85,85_st_4.wav,23.0
20,20,TrialType.Ostrava,2,BlockType.Alternating,2,8,08_d_4.wav,24.0
21,21,TrialType.Ostrava,3,BlockType.Homogenous,2,119,119_d_4.wav,31.0
22,22,TrialType.Ostrava,3,BlockType.Homogenous,2,132,132_d_4.wav,32.0
23,23,TrialType.Ostrava,3,BlockType.Homogenous,2,125,125_d_4.wav,33.0
24,24,TrialType.Ostrava,3,BlockType.Homogenous,2,94,94_d_4.wav,34.0
25,25,TrialType.Ostrava,4,BlockType.Alternating,2,58,58_d_4.wav,41.0
