trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,3,BlockType.Homogenous,1,32,32_d_4.wav,31
2,2,TrialType.Ostrava,3,BlockType.Homogenous,1,131,131_d_4.wav,32
3,3,TrialType.Ostrava,3,BlockType.Homogenous,1,88,88_d_4.wav,33
4,4,TrialType.Ostrava,3,BlockType.Homogenous,1,104,104_d_4.wav,34
5,5,TrialType.Ostrava,4,BlockType.Alternating,1,45,45_d_4.wav,41
6,6,TrialType.Czech,4,BlockType.Alternating,1,119,119_st_4.wav,42
7,7,TrialType.Ostrava,4,BlockType.Alternating,1,76,76_d_4.wav,43
8,8,TrialType.Czech,4,BlockType.Alternating,1,129,129_st_4.wav,44
9,9,TrialType.Czech,1,BlockType.Homogenous,1,92,92_st_4.wav,11
10,10,TrialType.Czech,1,BlockType.Homogenous,1,115,115_st_4.wav,12
11,11,TrialType.Czech,1,BlockType.Homogenous,1,67,67_st_4.wav,13
12,12,TrialType.Czech,1,BlockType.Homogenous,1,64,64_st_4.wav,14
13,13,TrialType.Czech,2,BlockType.Alternating,1,69,69_st_4.wav,21
14,14,TrialType.Ostrava,2,BlockType.Alternating,1,118,118_d_4.wav,22
15,15,TrialType.Czech,2,BlockType.Alternating,1,106,106_st_4.wav,23
16,16,TrialType.Ostrava,2,BlockType.Alternating,1,28,28_d_4.wav,24
17,17,TrialType.Ostrava,3,BlockType.Homogenous,2,95,95_d_4.wav,31
18,18,TrialType.Ostrava,3,BlockType.Homogenous,2,55,55_d_4.wav,32
19,19,TrialType.Ostrava,3,BlockType.Homogenous,2,61,61_d_4.wav,33
20,20,TrialType.Ostrava,3,BlockType.Homogenous,2,2,02_d_4.wav,34
21,21,TrialType.Ostrava,4,BlockType.Alternating,2,36,36_d_4.wav,41
22,22,TrialType.Czech,4,BlockType.Alternating,2,107,107_st_4.wav,42
23,23,TrialType.Ostrava,4,BlockType.Alternating,2,16,16_d_4.wav,43
24,24,TrialType.Czech,4,BlockType.Alternating,2,43,43_st_4.wav,44
25,25,TrialType.Czech,1,BlockType.Homogenous,2,7,07_st_4.wav,11
26,26,TrialType.Czech,1,BlockType.Homogenous,2,30,30_st_4.wav,12
27,27,TrialType.Czech,1,BlockType.Homogenous,2,109,109_st_4.wav,13
28,28,TrialType.Czech,1,BlockType.Homogenous,2,56,56_st_4.wav,14
29,29,TrialType.Czech,2,BlockType.Alternating,2,54,54_st_4.wav,21
30,30,TrialType.Ostrava,2,BlockType.Alternating,2,66,66_d_4.wav,22
31,31,TrialType.Czech,2,BlockType.Alternating,2,48,48_st_4.wav,23
32,32,TrialType.Ostrava,2,BlockType.Alternating,2,59,59_d_4.wav,24
33,33,TrialType.Ostrava,3,BlockType.Homogenous,3,38,38_d_4.wav,31
34,34,TrialType.Ostrava,3,BlockType.Homogenous,3,37,37_d_4.wav,32
35,35,TrialType.Ostrava,3,BlockType.Homogenous,3,40,40_d_4.wav,33
36,36,TrialType.Ostrava,3,BlockType.Homogenous,3,96,96_d_4.wav,34
37,37,TrialType.Ostrava,4,BlockType.Alternating,3,132,132_d_4.wav,41
38,38,TrialType.Czech,4,BlockType.Alternating,3,26,26_st_4.wav,42
39,39,TrialType.Ostrava,4,BlockType.Alternating,3,3,03_d_4.wav,43
40,40,TrialType.Czech,4,BlockType.Alternating,3,80,80_st_4.wav,44
41,41,TrialType.Czech,1,BlockType.Homogenous,3,91,91_st_4.wav,11
42,42,TrialType.Czech,1,BlockType.Homogenous,3,100,100_st_4.wav,12
43,43,TrialType.Czech,1,BlockType.Homogenous,3,24,24_st_4.wav,13
44,44,TrialType.Czech,1,BlockType.Homogenous,3,102,102_st_4.wav,14
45,45,TrialType.Czech,2,BlockType.Alternating,3,87,87_st_4.wav,21
46,46,TrialType.Ostrava,2,BlockType.Alternating,3,10,10_d_4.wav,22
47,47,TrialType.Czech,2,BlockType.Alternating,3,25,25_st_4.wav,23
48,48,TrialType.Ostrava,2,BlockType.Alternating,3,20,20_d_4.wav,24
49,49,TrialType.Ostrava,3,BlockType.Homogenous,4,85,85_d_4.wav,31
50,50,TrialType.Ostrava,3,BlockType.Homogenous,4,53,53_d_4.wav,32
51,51,TrialType.Ostrava,3,BlockType.Homogenous,4,89,89_d_4.wav,33
52,52,TrialType.Ostrava,3,BlockType.Homogenous,4,99,99_d_4.wav,34
53,53,TrialType.Ostrava,4,BlockType.Alternating,4,1,01_d_4.wav,41
54,54,TrialType.Czech,4,BlockType.Alternating,4,51,51_st_4.wav,42
55,55,TrialType.Ostrava,4,BlockType.Alternating,4,75,75_d_4.wav,43
56,56,TrialType.Czech,4,BlockType.Alternating,4,125,125_st_4.wav,44
57,57,TrialType.Czech,1,BlockType.Homogenous,4,103,103_st_4.wav,11
58,58,TrialType.Czech,1,BlockType.Homogenous,4,94,94_st_4.wav,12
59,59,TrialType.Czech,1,BlockType.Homogenous,4,70,70_st_4.wav,13
60,60,TrialType.Czech,1,BlockType.Homogenous,4,4,04_st_4.wav,14
61,61,TrialType.Czech,2,BlockType.Alternating,4,120,120_st_4.wav,21
62,62,TrialType.Ostrava,2,BlockType.Alternating,4,112,112_d_4.wav,22
63,63,TrialType.Czech,2,BlockType.Alternating,4,58,58_st_4.wav,23
64,64,TrialType.Ostrava,2,BlockType.Alternating,4,50,50_d_4.wav,24
