trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,4,BlockType.Alternating,1,35,35_d_4.wav,41.0
2,2,TrialType.Czech,4,BlockType.Alternating,1,26,26_st_4.wav,42.0
3,3,TrialType.Ostrava,4,BlockType.Alternating,1,110,110_d_4.wav,43.0
4,4,TrialType.Czech,4,BlockType.Alternating,1,83,83_st_4.wav,44.0
5,5,TrialType.Czech,1,BlockType.Homogenous,1,49,49_st_4.wav,11.0
6,6,TrialType.Czech,1,BlockType.Homogenous,1,100,100_st_4.wav,12.0
7,7,TrialType.Czech,1,BlockType.Homogenous,1,124,124_st_4.wav,13.0
8,8,TrialType.Czech,1,BlockType.Homogenous,1,127,127_st_4.wav,14.0
9,9,TrialType.Czech,2,BlockType.Alternating,1,10,10_st_4.wav,21.0
10,10,TrialType.Ostrava,2,BlockType.Alternating,1,99,99_d_4.wav,22.0
11,11,TrialType.Czech,2,BlockType.Alternating,1,75,75_st_4.wav,23.0
12,12,TrialType.Ostrava,2,BlockType.Alternating,1,33,33_d_4.wav,24.0
13,13,TrialType.Ostrava,3,BlockType.Homogenous,1,5,05_d_4.wav,31.0
14,14,TrialType.Ostrava,3,BlockType.Homogenous,1,105,105_d_4.wav,32.0
15,15,TrialType.Ostrava,3,BlockType.Homogenous,1,82,82_d_4.wav,33.0
16,16,TrialType.Ostrava,3,BlockType.Homogenous,1,101,101_d_4.wav,34.0
17,17,TrialType.Ostrava,4,BlockType.Alternating,2,34,34_d_4.wav,41.0
18,18,TrialType.Czech,4,BlockType.Alternating,2,86,86_st_4.wav,42.0
19,19,TrialType.Ostrava,4,BlockType.Alternating,2,131,131_d_4.wav,43.0
20,20,TrialType.Czech,4,BlockType.Alternating,2,67,67_st_4.wav,44.0
21,21,TrialType.Czech,1,BlockType.Homogenous,2,25,25_st_4.wav,11.0
22,22,TrialType.Czech,1,BlockType.Homogenous,2,111,111_st_4.wav,12.0
23,23,TrialType.Czech,1,BlockType.Homogenous,2,104,104_st_4.wav,13.0
24,24,TrialType.Czech,1,BlockType.Homogenous,2,56,56_st_4.wav,14.0
25,25,TrialType.Czech,2,BlockType.Alternating,2,22,22_st_4.wav,21.0
26,26,TrialType.Ostrava,2,BlockType.Alternating,2,113,113_d_4.wav,22.0
27,27,TrialType.Czech,2,BlockType.Alternating,2,92,92_st_4.wav,23.0
28,28,TrialType.Ostrava,2,BlockType.Alternating,2,61,61_d_4.wav,24.0
29,29,TrialType.Ostrava,3,BlockType.Homogenous,2,133,133_d_4.wav,31.0
30,30,TrialType.Ostrava,3,BlockType.Homogenous,2,9,09_d_4.wav,32.0
31,31,TrialType.Ostrava,3,BlockType.Homogenous,2,60,60_d_4.wav,33.0
32,32,TrialType.Ostrava,3,BlockType.Homogenous,2,16,16_d_4.wav,34.0
33,33,TrialType.Ostrava,4,BlockType.Alternating,3,13,13_d_4.wav,41.0
34,34,TrialType.Czech,4,BlockType.Alternating,3,76,76_st_4.wav,42.0
35,35,TrialType.Ostrava,4,BlockType.Alternating,3,120,120_d_4.wav,43.0
36,36,TrialType.Czech,4,BlockType.Alternating,3,17,17_st_4.wav,44.0
37,37,TrialType.Czech,1,BlockType.Homogenous,3,96,96_st_4.wav,11.0
38,38,TrialType.Czech,1,BlockType.Homogenous,3,50,50_st_4.wav,12.0
39,39,TrialType.Czech,1,BlockType.Homogenous,3,128,128_st_4.wav,13.0
40,40,TrialType.Czech,1,BlockType.Homogenous,3,130,130_st_4.wav,14.0
41,41,TrialType.Czech,2,BlockType.Alternating,3,118,118_st_4.wav,21.0
42,42,TrialType.Ostrava,2,BlockType.Alternating,3,29,29_d_4.wav,22.0
43,43,TrialType.Czech,2,BlockType.Alternating,3,123,123_st_4.wav,23.0
44,44,TrialType.Ostrava,2,BlockType.Alternating,3,31,31_d_4.wav,24.0
45,45,TrialType.Ostrava,3,BlockType.Homogenous,3,109,109_d_4.wav,31.0
46,46,TrialType.Ostrava,3,BlockType.Homogenous,3,38,38_d_4.wav,32.0
47,47,TrialType.Ostrava,3,BlockType.Homogenous,3,84,84_d_4.wav,33.0
48,48,TrialType.Ostrava,3,BlockType.Homogenous,3,18,18_d_4.wav,34.0
49,49,TrialType.Ostrava,4,BlockType.Alternating,4,95,95_d_4.wav,41.0
50,50,TrialType.Czech,4,BlockType.Alternating,4,14,14_st_4.wav,42.0
51,51,TrialType.Ostrava,4,BlockType.Alternating,4,97,97_d_4.wav,43.0
52,52,TrialType.Czech,4,BlockType.Alternating,4,44,44_st_4.wav,44.0
53,53,TrialType.Czech,1,BlockType.Homogenous,4,53,53_st_4.wav,11.0
54,54,TrialType.Czech,1,BlockType.Homogenous,4,43,43_st_4.wav,12.0
55,55,TrialType.Czech,1,BlockType.Homogenous,4,79,79_st_4.wav,13.0
56,56,TrialType.Czech,1,BlockType.Homogenous,4,71,71_st_4.wav,14.0
57,57,TrialType.Czech,2,BlockType.Alternating,4,89,89_st_4.wav,21.0
58,58,TrialType.Ostrava,2,BlockType.Alternating,4,3,03_d_4.wav,22.0
59,59,TrialType.Czech,2,BlockType.Alternating,4,36,36_st_4.wav,23.0
60,60,TrialType.Ostrava,2,BlockType.Alternating,4,129,129_d_4.wav,24.0
61,61,TrialType.Ostrava,3,BlockType.Homogenous,4,85,85_d_4.wav,31.0
62,62,TrialType.Ostrava,3,BlockType.Homogenous,4,126,126_d_4.wav,32.0
63,63,TrialType.Ostrava,3,BlockType.Homogenous,4,88,88_d_4.wav,33.0
64,64,TrialType.Ostrava,3,BlockType.Homogenous,4,65,65_d_4.wav,34.0
