trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,3,BlockType.Homogenous,1,38,38_d_4.wav,31.0
2,2,TrialType.Ostrava,3,BlockType.Homogenous,1,119,119_d_4.wav,32.0
3,3,TrialType.Ostrava,3,BlockType.Homogenous,1,118,118_d_4.wav,33.0
4,4,TrialType.Ostrava,3,BlockType.Homogenous,1,45,45_d_4.wav,34.0
5,5,TrialType.Ostrava,4,BlockType.Alternating,1,102,102_d_4.wav,41.0
6,6,TrialType.Czech,4,BlockType.Alternating,1,94,94_st_4.wav,42.0
7,7,TrialType.Ostrava,4,BlockType.Alternating,1,130,130_d_4.wav,43.0
8,8,TrialType.Czech,4,BlockType.Alternating,1,56,56_st_4.wav,44.0
9,9,TrialType.Czech,1,BlockType.Homogenous,1,65,65_st_4.wav,11.0
10,10,TrialType.Czech,1,BlockType.Homogenous,1,104,104_st_4.wav,12.0
11,11,TrialType.Czech,1,BlockType.Homogenous,1,15,15_st_4.wav,13.0
12,12,TrialType.Czech,1,BlockType.Homogenous,1,69,69_st_4.wav,14.0
13,13,TrialType.Czech,2,BlockType.Alternating,1,16,16_st_4.wav,21.0
14,14,TrialType.Ostrava,2,BlockType.Alternating,1,11,11_d_4.wav,22.0
15,15,TrialType.Czech,2,BlockType.Alternating,1,95,95_st_4.wav,23.0
16,16,TrialType.Ostrava,2,BlockType.Alternating,1,59,59_d_4.wav,24.0
17,17,TrialType.Ostrava,3,BlockType.Homogenous,2,34,34_d_4.wav,31.0
18,18,TrialType.Ostrava,3,BlockType.Homogenous,2,7,07_d_4.wav,32.0
19,19,TrialType.Ostrava,3,BlockType.Homogenous,2,85,85_d_4.wav,33.0
20,20,TrialType.Ostrava,3,BlockType.Homogenous,2,83,83_d_4.wav,34.0
21,21,TrialType.Ostrava,4,BlockType.Alternating,2,27,27_d_4.wav,41.0
22,22,TrialType.Czech,4,BlockType.Alternating,2,43,43_st_4.wav,42.0
