trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,4,BlockType.Alternating,1,128,128_d_4.wav,41
2,2,TrialType.Czech,4,BlockType.Alternating,1,47,47_st_4.wav,42
3,3,TrialType.Ostrava,4,BlockType.Alternating,1,56,56_d_4.wav,43
4,4,TrialType.Czech,4,BlockType.Alternating,1,83,83_st_4.wav,44
5,5,TrialType.Czech,1,BlockType.Homogenous,1,76,76_st_4.wav,11
6,6,TrialType.Czech,1,BlockType.Homogenous,1,42,42_st_4.wav,12
7,7,TrialType.Czech,1,BlockType.Homogenous,1,104,104_st_4.wav,13
8,8,TrialType.Czech,1,BlockType.Homogenous,1,89,89_st_4.wav,14
9,9,TrialType.Czech,2,BlockType.Alternating,1,4,04_st_4.wav,21
10,10,TrialType.Ostrava,2,BlockType.Alternating,1,63,63_d_4.wav,22
11,11,TrialType.Czech,2,BlockType.Alternating,1,46,46_st_4.wav,23
12,12,TrialType.Ostrava,2,BlockType.Alternating,1,123,123_d_4.wav,24
13,13,TrialType.Ostrava,3,BlockType.Homogenous,1,9,09_d_4.wav,31
14,14,TrialType.Ostrava,3,BlockType.Homogenous,1,52,52_d_4.wav,32
15,15,TrialType.Ostrava,3,BlockType.Homogenous,1,60,60_d_4.wav,33
16,16,TrialType.Ostrava,3,BlockType.Homogenous,1,43,43_d_4.wav,34
17,17,TrialType.Ostrava,4,BlockType.Alternating,2,22,22_d_4.wav,41
18,18,TrialType.Czech,4,BlockType.Alternating,2,118,118_st_4.wav,42
19,19,TrialType.Ostrava,4,BlockType.Alternating,2,81,81_d_4.wav,43
20,20,TrialType.Czech,4,BlockType.Alternating,2,1,01_st_4.wav,44
21,21,TrialType.Czech,1,BlockType.Homogenous,2,65,65_st_4.wav,11
22,22,TrialType.Czech,1,BlockType.Homogenous,2,126,126_st_4.wav,12
23,23,TrialType.Czech,1,BlockType.Homogenous,2,12,12_st_4.wav,13
24,24,TrialType.Czech,1,BlockType.Homogenous,2,82,82_st_4.wav,14
25,25,TrialType.Czech,2,BlockType.Alternating,2,23,23_st_4.wav,21
26,26,TrialType.Ostrava,2,BlockType.Alternating,2,44,44_d_4.wav,22
27,27,TrialType.Czech,2,BlockType.Alternating,2,125,125_st_4.wav,23
28,28,TrialType.Ostrava,2,BlockType.Alternating,2,131,131_d_4.wav,24
29,29,TrialType.Ostrava,3,BlockType.Homogenous,2,105,105_d_4.wav,31
30,30,TrialType.Ostrava,3,BlockType.Homogenous,2,19,19_d_4.wav,32
31,31,TrialType.Ostrava,3,BlockType.Homogenous,2,17,17_d_4.wav,33
32,32,TrialType.Ostrava,3,BlockType.Homogenous,2,94,94_d_4.wav,34
33,33,TrialType.Ostrava,4,BlockType.Alternating,3,120,120_d_4.wav,41
34,34,TrialType.Czech,4,BlockType.Alternating,3,38,38_st_4.wav,42
35,35,TrialType.Ostrava,4,BlockType.Alternating,3,100,100_d_4.wav,43
36,36,TrialType.Czech,4,BlockType.Alternating,3,95,95_st_4.wav,44
37,37,TrialType.Czech,1,BlockType.Homogenous,3,108,108_st_4.wav,11
38,38,TrialType.Czech,1,BlockType.Homogenous,3,57,57_st_4.wav,12
39,39,TrialType.Czech,1,BlockType.Homogenous,3,41,41_st_4.wav,13
40,40,TrialType.Czech,1,BlockType.Homogenous,3,80,80_st_4.wav,14
41,41,TrialType.Czech,2,BlockType.Alternating,3,48,48_st_4.wav,21
42,42,TrialType.Ostrava,2,BlockType.Alternating,3,115,115_d_4.wav,22
43,43,TrialType.Czech,2,BlockType.Alternating,3,91,91_st_4.wav,23
44,44,TrialType.Ostrava,2,BlockType.Alternating,3,109,109_d_4.wav,24
45,45,TrialType.Ostrava,3,BlockType.Homogenous,3,79,79_d_4.wav,31
46,46,TrialType.Ostrava,3,BlockType.Homogenous,3,34,34_d_4.wav,32
47,47,TrialType.Ostrava,3,BlockType.Homogenous,3,54,54_d_4.wav,33
48,48,TrialType.Ostrava,3,BlockType.Homogenous,3,53,53_d_4.wav,34
49,49,TrialType.Ostrava,4,BlockType.Alternating,4,30,30_d_4.wav,41
50,50,TrialType.Czech,4,BlockType.Alternating,4,103,103_st_4.wav,42
51,51,TrialType.Ostrava,4,BlockType.Alternating,4,24,24_d_4.wav,43
52,52,TrialType.Czech,4,BlockType.Alternating,4,8,08_st_4.wav,44
53,53,TrialType.Czech,1,BlockType.Homogenous,4,70,70_st_4.wav,11
54,54,TrialType.Czech,1,BlockType.Homogenous,4,92,92_st_4.wav,12
55,55,TrialType.Czech,1,BlockType.Homogenous,4,62,62_st_4.wav,13
56,56,TrialType.Czech,1,BlockType.Homogenous,4,2,02_st_4.wav,14
57,57,TrialType.Czech,2,BlockType.Alternating,4,93,93_st_4.wav,21
58,58,TrialType.Ostrava,2,BlockType.Alternating,4,50,50_d_4.wav,22
59,59,TrialType.Czech,2,BlockType.Alternating,4,11,11_st_4.wav,23
60,60,TrialType.Ostrava,2,BlockType.Alternating,4,40,40_d_4.wav,24
61,61,TrialType.Ostrava,3,BlockType.Homogenous,4,114,114_d_4.wav,31
62,62,TrialType.Ostrava,3,BlockType.Homogenous,4,55,55_d_4.wav,32
63,63,TrialType.Ostrava,3,BlockType.Homogenous,4,112,112_d_4.wav,33
64,64,TrialType.Ostrava,3,BlockType.Homogenous,4,14,14_d_4.wav,34
