trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Czech,1,BlockType.Homogenous,1,38,38_st_4.wav,11.0
2,2,TrialType.Czech,1,BlockType.Homogenous,1,119,119_st_4.wav,12.0
3,3,TrialType.Czech,1,BlockType.Homogenous,1,118,118_st_4.wav,13.0
4,4,TrialType.Czech,1,BlockType.Homogenous,1,45,45_st_4.wav,14.0
5,5,TrialType.Czech,2,BlockType.Alternating,1,102,102_st_4.wav,21.0
6,6,TrialType.Ostrava,2,BlockType.Alternating,1,94,94_d_4.wav,22.0
7,7,TrialType.Czech,2,BlockType.Alternating,1,130,130_st_4.wav,23.0
8,8,TrialType.Ostrava,2,BlockType.Alternating,1,56,56_d_4.wav,24.0
9,9,TrialType.Ostrava,3,BlockType.Homogenous,1,65,65_d_4.wav,31.0
10,10,TrialType.Ostrava,3,BlockType.Homogenous,1,104,104_d_4.wav,32.0
11,11,TrialType.Ostrava,3,BlockType.Homogenous,1,15,15_d_4.wav,33.0
12,12,TrialType.Ostrava,3,BlockType.Homogenous,1,69,69_d_4.wav,34.0
13,13,TrialType.Ostrava,4,BlockType.Alternating,1,16,16_d_4.wav,41.0
14,14,TrialType.Czech,4,BlockType.Alternating,1,11,11_st_4.wav,42.0
15,15,TrialType.Ostrava,4,BlockType.Alternating,1,95,95_d_4.wav,43.0
16,16,TrialType.Czech,4,BlockType.Alternating,1,59,59_st_4.wav,44.0
17,17,TrialType.Czech,1,BlockType.Homogenous,2,34,34_st_4.wav,11.0
18,18,TrialType.Czech,1,BlockType.Homogenous,2,7,07_st_4.wav,12.0
19,19,TrialType.Czech,1,BlockType.Homogenous,2,85,85_st_4.wav,13.0
20,20,TrialType.Czech,1,BlockType.Homogenous,2,83,83_st_4.wav,14.0
21,21,TrialType.Czech,2,BlockType.Alternating,2,27,27_st_4.wav,21.0
22,22,TrialType.Ostrava,2,BlockType.Alternating,2,43,43_d_4.wav,22.0
23,23,TrialType.Czech,2,BlockType.Alternating,2,30,30_st_4.wav,23.0
24,24,TrialType.Ostrava,2,BlockType.Alternating,2,40,40_d_4.wav,24.0
25,25,TrialType.Ostrava,3,BlockType.Homogenous,2,109,109_d_4.wav,31.0
26,26,TrialType.Ostrava,3,BlockType.Homogenous,2,100,100_d_4.wav,32.0
27,27,TrialType.Ostrava,3,BlockType.Homogenous,2,113,113_d_4.wav,33.0
28,28,TrialType.Ostrava,3,BlockType.Homogenous,2,23,23_d_4.wav,34.0
29,29,TrialType.Ostrava,4,BlockType.Alternating,2,19,19_d_4.wav,41.0
30,30,TrialType.Czech,4,BlockType.Alternating,2,25,25_st_4.wav,42.0
31,31,TrialType.Ostrava,4,BlockType.Alternating,2,127,127_d_4.wav,43.0
32,32,TrialType.Czech,4,BlockType.Alternating,2,48,48_st_4.wav,44.0
33,33,TrialType.Czech,1,BlockType.Homogenous,3,81,81_st_4.wav,11.0
34,34,TrialType.Czech,1,BlockType.Homogenous,3,53,53_st_4.wav,12.0
35,35,TrialType.Czech,1,BlockType.Homogenous,3,107,107_st_4.wav,13.0
36,36,TrialType.Czech,1,BlockType.Homogenous,3,52,52_st_4.wav,14.0
37,37,TrialType.Czech,2,BlockType.Alternating,3,60,60_st_4.wav,21.0
38,38,TrialType.Ostrava,2,BlockType.Alternating,3,72,72_d_4.wav,22.0
39,39,TrialType.Czech,2,BlockType.Alternating,3,36,36_st_4.wav,23.0
40,40,TrialType.Ostrava,2,BlockType.Alternating,3,49,49_d_4.wav,24.0
41,41,TrialType.Ostrava,3,BlockType.Homogenous,3,21,21_d_4.wav,31.0
42,42,TrialType.Ostrava,3,BlockType.Homogenous,3,84,84_d_4.wav,32.0
43,43,TrialType.Ostrava,3,BlockType.Homogenous,3,82,82_d_4.wav,33.0
44,44,TrialType.Ostrava,3,BlockType.Homogenous,3,121,121_d_4.wav,34.0
45,45,TrialType.Ostrava,4,BlockType.Alternating,3,24,24_d_4.wav,41.0
46,46,TrialType.Czech,4,BlockType.Alternating,3,1,01_st_4.wav,42.0
47,47,TrialType.Ostrava,4,BlockType.Alternating,3,78,78_d_4.wav,43.0
48,48,TrialType.Czech,4,BlockType.Alternating,3,51,51_st_4.wav,44.0
49,49,TrialType.Czech,1,BlockType.Homogenous,4,105,105_st_4.wav,11.0
50,50,TrialType.Czech,1,BlockType.Homogenous,4,73,73_st_4.wav,12.0
51,51,TrialType.Czech,1,BlockType.Homogenous,4,92,92_st_4.wav,13.0
52,52,TrialType.Czech,1,BlockType.Homogenous,4,124,124_st_4.wav,14.0
53,53,TrialType.Czech,2,BlockType.Alternating,4,22,22_st_4.wav,21.0
54,54,TrialType.Ostrava,2,BlockType.Alternating,4,4,04_d_4.wav,22.0
55,55,TrialType.Czech,2,BlockType.Alternating,4,31,31_st_4.wav,23.0
56,56,TrialType.Ostrava,2,BlockType.Alternating,4,58,58_d_4.wav,24.0
57,57,TrialType.Ostrava,3,BlockType.Homogenous,4,50,50_d_4.wav,31.0
58,58,TrialType.Ostrava,3,BlockType.Homogenous,4,17,17_d_4.wav,32.0
59,59,TrialType.Ostrava,3,BlockType.Homogenous,4,71,71_d_4.wav,33.0
60,60,TrialType.Ostrava,3,BlockType.Homogenous,4,116,116_d_4.wav,34.0
61,61,TrialType.Ostrava,4,BlockType.Alternating,4,32,32_d_4.wav,41.0
62,62,TrialType.Czech,4,BlockType.Alternating,4,125,125_st_4.wav,42.0
63,63,TrialType.Ostrava,4,BlockType.Alternating,4,133,133_d_4.wav,43.0
64,64,TrialType.Czech,4,BlockType.Alternating,4,44,44_st_4.wav,44.0
