trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Czech,2,BlockType.Alternating,1,8,08_st_4.wav,21
2,2,TrialType.Ostrava,2,BlockType.Alternating,1,123,123_d_4.wav,22
3,3,TrialType.Czech,2,BlockType.Alternating,1,46,46_st_4.wav,23
4,4,TrialType.Ostrava,2,BlockType.Alternating,1,120,120_d_4.wav,24
5,5,TrialType.Ostrava,3,BlockType.Homogenous,1,1,01_d_4.wav,31
6,6,TrialType.Ostrava,3,BlockType.Homogenous,1,130,130_d_4.wav,32
7,7,TrialType.Ostrava,3,BlockType.Homogenous,1,35,35_d_4.wav,33
8,8,TrialType.Ostrava,3,BlockType.Homogenous,1,84,84_d_4.wav,34
9,9,TrialType.Ostrava,4,BlockType.Alternating,1,72,72_d_4.wav,41
10,10,TrialType.Czech,4,BlockType.Alternating,1,2,02_st_4.wav,42
11,11,TrialType.Ostrava,4,BlockType.Alternating,1,88,88_d_4.wav,43
12,12,TrialType.Czech,4,BlockType.Alternating,1,117,117_st_4.wav,44
13,13,TrialType.Czech,1,BlockType.Homogenous,1,44,44_st_4.wav,11
14,14,TrialType.Czech,1,BlockType.Homogenous,1,53,53_st_4.wav,12
15,15,TrialType.Czech,1,BlockType.Homogenous,1,31,31_st_4.wav,13
16,16,TrialType.Czech,1,BlockType.Homogenous,1,127,127_st_4.wav,14
17,17,TrialType.Czech,2,BlockType.Alternating,2,66,66_st_4.wav,21
18,18,TrialType.Ostrava,2,BlockType.Alternating,2,45,45_d_4.wav,22
19,19,TrialType.Czech,2,BlockType.Alternating,2,80,80_st_4.wav,23
20,20,TrialType.Ostrava,2,BlockType.Alternating,2,95,95_d_4.wav,24
21,21,TrialType.Ostrava,3,BlockType.Homogenous,2,62,62_d_4.wav,31
22,22,TrialType.Ostrava,3,BlockType.Homogenous,2,106,106_d_4.wav,32
23,23,TrialType.Ostrava,3,BlockType.Homogenous,2,70,70_d_4.wav,33
24,24,TrialType.Ostrava,3,BlockType.Homogenous,2,24,24_d_4.wav,34
25,25,TrialType.Ostrava,4,BlockType.Alternating,2,21,21_d_4.wav,41
26,26,TrialType.Czech,4,BlockType.Alternating,2,94,94_st_4.wav,42
27,27,TrialType.Ostrava,4,BlockType.Alternating,2,116,116_d_4.wav,43
28,28,TrialType.Czech,4,BlockType.Alternating,2,47,47_st_4.wav,44
29,29,TrialType.Czech,1,BlockType.Homogenous,2,73,73_st_4.wav,11
30,30,TrialType.Czech,1,BlockType.Homogenous,2,29,29_st_4.wav,12
31,31,TrialType.Czech,1,BlockType.Homogenous,2,78,78_st_4.wav,13
32,32,TrialType.Czech,1,BlockType.Homogenous,2,96,96_st_4.wav,14
33,33,TrialType.Czech,2,BlockType.Alternating,3,111,111_st_4.wav,21
34,34,TrialType.Ostrava,2,BlockType.Alternating,3,33,33_d_4.wav,22
35,35,TrialType.Czech,2,BlockType.Alternating,3,61,61_st_4.wav,23
36,36,TrialType.Ostrava,2,BlockType.Alternating,3,101,101_d_4.wav,24
37,37,TrialType.Ostrava,3,BlockType.Homogenous,3,99,99_d_4.wav,31
38,38,TrialType.Ostrava,3,BlockType.Homogenous,3,34,34_d_4.wav,32
39,39,TrialType.Ostrava,3,BlockType.Homogenous,3,113,113_d_4.wav,33
40,40,TrialType.Ostrava,3,BlockType.Homogenous,3,118,118_d_4.wav,34
41,41,TrialType.Ostrava,4,BlockType.Alternating,3,54,54_d_4.wav,41
42,42,TrialType.Czech,4,BlockType.Alternating,3,22,22_st_4.wav,42
43,43,TrialType.Ostrava,4,BlockType.Alternating,3,67,67_d_4.wav,43
44,44,TrialType.Czech,4,BlockType.Alternating,3,104,104_st_4.wav,44
45,45,TrialType.Czech,1,BlockType.Homogenous,3,112,112_st_4.wav,11
46,46,TrialType.Czech,1,BlockType.Homogenous,3,6,06_st_4.wav,12
47,47,TrialType.Czech,1,BlockType.Homogenous,3,86,86_st_4.wav,13
48,48,TrialType.Czech,1,BlockType.Homogenous,3,103,103_st_4.wav,14
49,49,TrialType.Czech,2,BlockType.Alternating,4,71,71_st_4.wav,21
50,50,TrialType.Ostrava,2,BlockType.Alternating,4,64,64_d_4.wav,22
51,51,TrialType.Czech,2,BlockType.Alternating,4,69,69_st_4.wav,23
52,52,TrialType.Ostrava,2,BlockType.Alternating,4,74,74_d_4.wav,24
53,53,TrialType.Ostrava,3,BlockType.Homogenous,4,57,57_d_4.wav,31
54,54,TrialType.Ostrava,3,BlockType.Homogenous,4,3,03_d_4.wav,32
55,55,TrialType.Ostrava,3,BlockType.Homogenous,4,13,13_d_4.wav,33
56,56,TrialType.Ostrava,3,BlockType.Homogenous,4,4,04_d_4.wav,34
57,57,TrialType.Ostrava,4,BlockType.Alternating,4,37,37_d_4.wav,41
58,58,TrialType.Czech,4,BlockType.Alternating,4,77,77_st_4.wav,42
59,59,TrialType.Ostrava,4,BlockType.Alternating,4,42,42_d_4.wav,43
60,60,TrialType.Czech,4,BlockType.Alternating,4,105,105_st_4.wav,44
61,61,TrialType.Czech,1,BlockType.Homogenous,4,125,125_st_4.wav,11
62,62,TrialType.Czech,1,BlockType.Homogenous,4,60,60_st_4.wav,12
63,63,TrialType.Czech,1,BlockType.Homogenous,4,52,52_st_4.wav,13
64,64,TrialType.Czech,1,BlockType.Homogenous,4,97,97_st_4.wav,14
