trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Czech,2,BlockType.Alternating,1,6,06_st_4.wav,21
2,2,TrialType.Ostrava,2,BlockType.Alternating,1,33,33_d_4.wav,22
3,3,TrialType.Czech,2,BlockType.Alternating,1,99,99_st_4.wav,23
4,4,TrialType.Ostrava,2,BlockType.Alternating,1,82,82_d_4.wav,24
5,5,TrialType.Ostrava,3,BlockType.Homogenous,1,60,60_d_4.wav,31
6,6,TrialType.Ostrava,3,BlockType.Homogenous,1,27,27_d_4.wav,32
7,7,TrialType.Ostrava,3,BlockType.Homogenous,1,101,101_d_4.wav,33
8,8,TrialType.Ostrava,3,BlockType.Homogenous,1,104,104_d_4.wav,34
9,9,TrialType.Ostrava,4,BlockType.Alternating,1,73,73_d_4.wav,41
10,10,TrialType.Czech,4,BlockType.Alternating,1,127,127_st_4.wav,42
11,11,TrialType.Ostrava,4,BlockType.Alternating,1,40,40_d_4.wav,43
12,12,TrialType.Czech,4,BlockType.Alternating,1,54,54_st_4.wav,44
13,13,TrialType.Czech,1,BlockType.Homogenous,1,59,59_st_4.wav,11
14,14,TrialType.Czech,1,BlockType.Homogenous,1,124,124_st_4.wav,12
15,15,TrialType.Czech,1,BlockType.Homogenous,1,42,42_st_4.wav,13
16,16,TrialType.Czech,1,BlockType.Homogenous,1,92,92_st_4.wav,14
17,17,TrialType.Czech,2,BlockType.Alternating,2,125,125_st_4.wav,21
18,18,TrialType.Ostrava,2,BlockType.Alternating,2,131,131_d_4.wav,22
19,19,TrialType.Czech,2,BlockType.Alternating,2,84,84_st_4.wav,23
20,20,TrialType.Ostrava,2,BlockType.Alternating,2,38,38_d_4.wav,24
21,21,TrialType.Ostrava,3,BlockType.Homogenous,2,96,96_d_4.wav,31
22,22,TrialType.Ostrava,3,BlockType.Homogenous,2,85,85_d_4.wav,32
23,23,TrialType.Ostrava,3,BlockType.Homogenous,2,53,53_d_4.wav,33
24,24,TrialType.Ostrava,3,BlockType.Homogenous,2,16,16_d_4.wav,34
25,25,TrialType.Ostrava,4,BlockType.Alternating,2,74,74_d_4.wav,41
26,26,TrialType.Czech,4,BlockType.Alternating,2,110,110_st_4.wav,42
27,27,TrialType.Ostrava,4,BlockType.Alternating,2,3,03_d_4.wav,43
28,28,TrialType.Czech,4,BlockType.Alternating,2,22,22_st_4.wav,44
29,29,TrialType.Czech,1,BlockType.Homogenous,2,100,100_st_4.wav,11
30,30,TrialType.Czech,1,BlockType.Homogenous,2,45,45_st_4.wav,12
31,31,TrialType.Czech,1,BlockType.Homogenous,2,35,35_st_4.wav,13
32,32,TrialType.Czech,1,BlockType.Homogenous,2,36,36_st_4.wav,14
33,33,TrialType.Czech,2,BlockType.Alternating,3,46,46_st_4.wav,21
34,34,TrialType.Ostrava,2,BlockType.Alternating,3,1,01_d_4.wav,22
35,35,TrialType.Czech,2,BlockType.Alternating,3,107,107_st_4.wav,23
36,36,TrialType.Ostrava,2,BlockType.Alternating,3,87,87_d_4.wav,24
37,37,TrialType.Ostrava,3,BlockType.Homogenous,3,78,78_d_4.wav,31
38,38,TrialType.Ostrava,3,BlockType.Homogenous,3,51,51_d_4.wav,32
39,39,TrialType.Ostrava,3,BlockType.Homogenous,3,89,89_d_4.wav,33
40,40,TrialType.Ostrava,3,BlockType.Homogenous,3,112,112_d_4.wav,34
41,41,TrialType.Ostrava,4,BlockType.Alternating,3,8,08_d_4.wav,41
42,42,TrialType.Czech,4,BlockType.Alternating,3,115,115_st_4.wav,42
43,43,TrialType.Ostrava,4,BlockType.Alternating,3,58,58_d_4.wav,43
44,44,TrialType.Czech,4,BlockType.Alternating,3,133,133_st_4.wav,44
45,45,TrialType.Czech,1,BlockType.Homogenous,3,7,07_st_4.wav,11
46,46,TrialType.Czech,1,BlockType.Homogenous,3,68,68_st_4.wav,12
47,47,TrialType.Czech,1,BlockType.Homogenous,3,14,14_st_4.wav,13
48,48,TrialType.Czech,1,BlockType.Homogenous,3,23,23_st_4.wav,14
49,49,TrialType.Czech,2,BlockType.Alternating,4,83,83_st_4.wav,21
50,50,TrialType.Ostrava,2,BlockType.Alternating,4,126,126_d_4.wav,22
51,51,TrialType.Czech,2,BlockType.Alternating,4,47,47_st_4.wav,23
52,52,TrialType.Ostrava,2,BlockType.Alternating,4,88,88_d_4.wav,24
53,53,TrialType.Ostrava,3,BlockType.Homogenous,4,32,32_d_4.wav,31
54,54,TrialType.Ostrava,3,BlockType.Homogenous,4,95,95_d_4.wav,32
55,55,TrialType.Ostrava,3,BlockType.Homogenous,4,108,108_d_4.wav,33
56,56,TrialType.Ostrava,3,BlockType.Homogenous,4,41,41_d_4.wav,34
57,57,TrialType.Ostrava,4,BlockType.Alternating,4,65,65_d_4.wav,41
58,58,TrialType.Czech,4,BlockType.Alternating,4,130,130_st_4.wav,42
59,59,TrialType.Ostrava,4,BlockType.Alternating,4,2,02_d_4.wav,43
60,60,TrialType.Czech,4,BlockType.Alternating,4,66,66_st_4.wav,44
61,61,TrialType.Czech,1,BlockType.Homogenous,4,72,72_st_4.wav,11
62,62,TrialType.Czech,1,BlockType.Homogenous,4,77,77_st_4.wav,12
63,63,TrialType.Czech,1,BlockType.Homogenous,4,119,119_st_4.wav,13
64,64,TrialType.Czech,1,BlockType.Homogenous,4,49,49_st_4.wav,14
