trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Czech,2,BlockType.Alternating,1,43,43_st_4.wav,21
2,2,TrialType.Ostrava,2,BlockType.Alternating,1,109,109_d_4.wav,22
3,3,TrialType.Czech,2,BlockType.Alternating,1,132,132_st_4.wav,23
4,4,TrialType.Ostrava,2,BlockType.Alternating,1,73,73_d_4.wav,24
5,5,TrialType.Ostrava,3,BlockType.Homogenous,1,124,124_d_4.wav,31
6,6,TrialType.Ostrava,3,BlockType.Homogenous,1,131,131_d_4.wav,32
7,7,TrialType.Ostrava,3,BlockType.Homogenous,1,28,28_d_4.wav,33
8,8,TrialType.Ostrava,3,BlockType.Homogenous,1,103,103_d_4.wav,34
9,9,TrialType.Ostrava,4,BlockType.Alternating,1,61,61_d_4.wav,41
10,10,TrialType.Czech,4,BlockType.Alternating,1,105,105_st_4.wav,42
11,11,TrialType.Ostrava,4,BlockType.Alternating,1,66,66_d_4.wav,43
12,12,TrialType.Czech,4,BlockType.Alternating,1,24,24_st_4.wav,44
13,13,TrialType.Czech,1,BlockType.Homogenous,1,65,65_st_4.wav,11
14,14,TrialType.Czech,1,BlockType.Homogenous,1,68,68_st_4.wav,12
15,15,TrialType.Czech,1,BlockType.Homogenous,1,31,31_st_4.wav,13
16,16,TrialType.Czech,1,BlockType.Homogenous,1,102,102_st_4.wav,14
17,17,TrialType.Czech,2,BlockType.Alternating,2,1,01_st_4.wav,21
18,18,TrialType.Ostrava,2,BlockType.Alternating,2,2,02_d_4.wav,22
19,19,TrialType.Czech,2,BlockType.Alternating,2,48,48_st_4.wav,23
20,20,TrialType.Ostrava,2,BlockType.Alternating,2,75,75_d_4.wav,24
21,21,TrialType.Ostrava,3,BlockType.Homogenous,2,55,55_d_4.wav,31
22,22,TrialType.Ostrava,3,BlockType.Homogenous,2,9,09_d_4.wav,32
23,23,TrialType.Ostrava,3,BlockType.Homogenous,2,19,19_d_4.wav,33
24,24,TrialType.Ostrava,3,BlockType.Homogenous,2,126,126_d_4.wav,34
25,25,TrialType.Ostrava,4,BlockType.Alternating,2,97,97_d_4.wav,41
26,26,TrialType.Czech,4,BlockType.Alternating,2,30,30_st_4.wav,42
27,27,TrialType.Ostrava,4,BlockType.Alternating,2,108,108_d_4.wav,43
28,28,TrialType.Czech,4,BlockType.Alternating,2,89,89_st_4.wav,44
29,29,TrialType.Czech,1,BlockType.Homogenous,2,6,06_st_4.wav,11
30,30,TrialType.Czech,1,BlockType.Homogenous,2,56,56_st_4.wav,12
31,31,TrialType.Czech,1,BlockType.Homogenous,2,95,95_st_4.wav,13
32,32,TrialType.Czech,1,BlockType.Homogenous,2,100,100_st_4.wav,14
33,33,TrialType.Czech,2,BlockType.Alternating,3,53,53_st_4.wav,21
34,34,TrialType.Ostrava,2,BlockType.Alternating,3,79,79_d_4.wav,22
35,35,TrialType.Czech,2,BlockType.Alternating,3,57,57_st_4.wav,23
36,36,TrialType.Ostrava,2,BlockType.Alternating,3,5,05_d_4.wav,24
37,37,TrialType.Ostrava,3,BlockType.Homogenous,3,133,133_d_4.wav,31
38,38,TrialType.Ostrava,3,BlockType.Homogenous,3,70,70_d_4.wav,32
39,39,TrialType.Ostrava,3,BlockType.Homogenous,3,64,64_d_4.wav,33
40,40,TrialType.Ostrava,3,BlockType.Homogenous,3,106,106_d_4.wav,34
41,41,TrialType.Ostrava,4,BlockType.Alternating,3,15,15_d_4.wav,41
42,42,TrialType.Czech,4,BlockType.Alternating,3,84,84_st_4.wav,42
43,43,TrialType.Ostrava,4,BlockType.Alternating,3,115,115_d_4.wav,43
44,44,TrialType.Czech,4,BlockType.Alternating,3,3,03_st_4.wav,44
45,45,TrialType.Czech,1,BlockType.Homogenous,3,20,20_st_4.wav,11
46,46,TrialType.Czech,1,BlockType.Homogenous,3,12,12_st_4.wav,12
47,47,TrialType.Czech,1,BlockType.Homogenous,3,16,16_st_4.wav,13
48,48,TrialType.Czech,1,BlockType.Homogenous,3,93,93_st_4.wav,14
49,49,TrialType.Czech,2,BlockType.Alternating,4,59,59_st_4.wav,21
50,50,TrialType.Ostrava,2,BlockType.Alternating,4,21,21_d_4.wav,22
51,51,TrialType.Czech,2,BlockType.Alternating,4,71,71_st_4.wav,23
52,52,TrialType.Ostrava,2,BlockType.Alternating,4,44,44_d_4.wav,24
53,53,TrialType.Ostrava,3,BlockType.Homogenous,4,52,52_d_4.wav,31
54,54,TrialType.Ostrava,3,BlockType.Homogenous,4,63,63_d_4.wav,32
55,55,TrialType.Ostrava,3,BlockType.Homogenous,4,88,88_d_4.wav,33
56,56,TrialType.Ostrava,3,BlockType.Homogenous,4,122,122_d_4.wav,34
57,57,TrialType.Ostrava,4,BlockType.Alternating,4,128,128_d_4.wav,41
58,58,TrialType.Czech,4,BlockType.Alternating,4,125,125_st_4.wav,42
59,59,TrialType.Ostrava,4,BlockType.Alternating,4,119,119_d_4.wav,43
60,60,TrialType.Czech,4,BlockType.Alternating,4,10,10_st_4.wav,44
61,61,TrialType.Czech,1,BlockType.Homogenous,4,26,26_st_4.wav,11
62,62,TrialType.Czech,1,BlockType.Homogenous,4,27,27_st_4.wav,12
63,63,TrialType.Czech,1,BlockType.Homogenous,4,130,130_st_4.wav,13
64,64,TrialType.Czech,1,BlockType.Homogenous,4,86,86_st_4.wav,14
