trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,4,BlockType.Alternating,1,22,22_d_4.wav,41
2,2,TrialType.Czech,4,BlockType.Alternating,1,45,45_st_4.wav,42
3,3,TrialType.Ostrava,4,BlockType.Alternating,1,42,42_d_4.wav,43
4,4,TrialType.Czech,4,BlockType.Alternating,1,104,104_st_4.wav,44
5,5,TrialType.Czech,1,BlockType.Homogenous,1,119,119_st_4.wav,11
6,6,TrialType.Czech,1,BlockType.Homogenous,1,110,110_st_4.wav,12
7,7,TrialType.Czech,1,BlockType.Homogenous,1,102,102_st_4.wav,13
8,8,TrialType.Czech,1,BlockType.Homogenous,1,96,96_st_4.wav,14
9,9,TrialType.Czech,2,BlockType.Alternating,1,57,57_st_4.wav,21
10,10,TrialType.Ostrava,2,BlockType.Alternating,1,60,60_d_4.wav,22
11,11,TrialType.Czech,2,BlockType.Alternating,1,59,59_st_4.wav,23
12,12,TrialType.Ostrava,2,BlockType.Alternating,1,107,107_d_4.wav,24
13,13,TrialType.Ostrava,3,BlockType.Homogenous,1,33,33_d_4.wav,31
14,14,TrialType.Ostrava,3,BlockType.Homogenous,1,32,32_d_4.wav,32
15,15,TrialType.Ostrava,3,BlockType.Homogenous,1,25,25_d_4.wav,33
16,16,TrialType.Ostrava,3,BlockType.Homogenous,1,78,78_d_4.wav,34
17,17,TrialType.Ostrava,4,BlockType.Alternating,2,109,109_d_4.wav,41
18,18,TrialType.Czech,4,BlockType.Alternating,2,48,48_st_4.wav,42
19,19,TrialType.Ostrava,4,BlockType.Alternating,2,130,130_d_4.wav,43
20,20,TrialType.Czech,4,BlockType.Alternating,2,63,63_st_4.wav,44
21,21,TrialType.Czech,1,BlockType.Homogenous,2,28,28_st_4.wav,11
22,22,TrialType.Czech,1,BlockType.Homogenous,2,103,103_st_4.wav,12
23,23,TrialType.Czech,1,BlockType.Homogenous,2,113,113_st_4.wav,13
24,24,TrialType.Czech,1,BlockType.Homogenous,2,50,50_st_4.wav,14
25,25,TrialType.Czech,2,BlockType.Alternating,2,97,97_st_4.wav,21
26,26,TrialType.Ostrava,2,BlockType.Alternating,2,12,12_d_4.wav,22
27,27,TrialType.Czech,2,BlockType.Alternating,2,100,100_st_4.wav,23
28,28,TrialType.Ostrava,2,BlockType.Alternating,2,108,108_d_4.wav,24
29,29,TrialType.Ostrava,3,BlockType.Homogenous,2,115,115_d_4.wav,31
30,30,TrialType.Ostrava,3,BlockType.Homogenous,2,88,88_d_4.wav,32
31,31,TrialType.Ostrava,3,BlockType.Homogenous,2,58,58_d_4.wav,33
32,32,TrialType.Ostrava,3,BlockType.Homogenous,2,90,90_d_4.wav,34
33,33,TrialType.Ostrava,4,BlockType.Alternating,3,70,70_d_4.wav,41
34,34,TrialType.Czech,4,BlockType.Alternating,3,83,83_st_4.wav,42
35,35,TrialType.Ostrava,4,BlockType.Alternating,3,39,39_d_4.wav,43
36,36,TrialType.Czech,4,BlockType.Alternating,3,128,128_st_4.wav,44
37,37,TrialType.Czech,1,BlockType.Homogenous,3,72,72_st_4.wav,11
38,38,TrialType.Czech,1,BlockType.Homogenous,3,132,132_st_4.wav,12
39,39,TrialType.Czech,1,BlockType.Homogenous,3,49,49_st_4.wav,13
40,40,TrialType.Czech,1,BlockType.Homogenous,3,84,84_st_4.wav,14
41,41,TrialType.Czech,2,BlockType.Alternating,3,89,89_st_4.wav,21
42,42,TrialType.Ostrava,2,BlockType.Alternating,3,71,71_d_4.wav,22
43,43,TrialType.Czech,2,BlockType.Alternating,3,56,56_st_4.wav,23
44,44,TrialType.Ostrava,2,BlockType.Alternating,3,23,23_d_4.wav,24
45,45,TrialType.Ostrava,3,BlockType.Homogenous,3,44,44_d_4.wav,31
46,46,TrialType.Ostrava,3,BlockType.Homogenous,3,92,92_d_4.wav,32
47,47,TrialType.Ostrava,3,BlockType.Homogenous,3,117,117_d_4.wav,33
48,48,TrialType.Ostrava,3,BlockType.Homogenous,3,116,116_d_4.wav,34
49,49,TrialType.Ostrava,4,BlockType.Alternating,4,126,126_d_4.wav,41
50,50,TrialType.Czech,4,BlockType.Alternating,4,111,111_st_4.wav,42
51,51,TrialType.Ostrava,4,BlockType.Alternating,4,34,34_d_4.wav,43
52,52,TrialType.Czech,4,BlockType.Alternating,4,6,06_st_4.wav,44
53,53,TrialType.Czech,1,BlockType.Homogenous,4,67,67_st_4.wav,11
54,54,TrialType.Czech,1,BlockType.Homogenous,4,8,08_st_4.wav,12
55,55,TrialType.Czech,1,BlockType.Homogenous,4,51,51_st_4.wav,13
56,56,TrialType.Czech,1,BlockType.Homogenous,4,55,55_st_4.wav,14
57,57,TrialType.Czech,2,BlockType.Alternating,4,24,24_st_4.wav,21
58,58,TrialType.Ostrava,2,BlockType.Alternating,4,69,69_d_4.wav,22
59,59,TrialType.Czech,2,BlockType.Alternating,4,26,26_st_4.wav,23
60,60,TrialType.Ostrava,2,BlockType.Alternating,4,9,09_d_4.wav,24
61,61,TrialType.Ostrava,3,BlockType.Homogenous,4,101,101_d_4.wav,31
62,62,TrialType.Ostrava,3,BlockType.Homogenous,4,127,127_d_4.wav,32
63,63,TrialType.Ostrava,3,BlockType.Homogenous,4,54,54_d_4.wav,33
64,64,TrialType.Ostrava,3,BlockType.Homogenous,4,37,37_d_4.wav,34
