trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,4,BlockType.Alternating,1,81,81_d_4.wav,41
2,2,TrialType.Czech,4,BlockType.Alternating,1,96,96_st_4.wav,42
3,3,TrialType.Ostrava,4,BlockType.Alternating,1,23,23_d_4.wav,43
4,4,TrialType.Czech,4,BlockType.Alternating,1,102,102_st_4.wav,44
5,5,TrialType.Czech,1,BlockType.Homogenous,1,74,74_st_4.wav,11
6,6,TrialType.Czech,1,BlockType.Homogenous,1,3,03_st_4.wav,12
7,7,TrialType.Czech,1,BlockType.Homogenous,1,50,50_st_4.wav,13
8,8,TrialType.Czech,1,BlockType.Homogenous,1,101,101_st_4.wav,14
9,9,TrialType.Czech,2,BlockType.Alternating,1,116,116_st_4.wav,21
10,10,TrialType.Ostrava,2,BlockType.Alternating,1,16,16_d_4.wav,22
11,11,TrialType.Czech,2,BlockType.Alternating,1,45,45_st_4.wav,23
12,12,TrialType.Ostrava,2,BlockType.Alternating,1,73,73_d_4.wav,24
13,13,TrialType.Ostrava,3,BlockType.Homogenous,1,77,77_d_4.wav,31
14,14,TrialType.Ostrava,3,BlockType.Homogenous,1,13,13_d_4.wav,32
15,15,TrialType.Ostrava,3,BlockType.Homogenous,1,91,91_d_4.wav,33
16,16,TrialType.Ostrava,3,BlockType.Homogenous,1,22,22_d_4.wav,34
17,17,TrialType.Ostrava,4,BlockType.Alternating,2,29,29_d_4.wav,41
18,18,TrialType.Czech,4,BlockType.Alternating,2,90,90_st_4.wav,42
19,19,TrialType.Ostrava,4,BlockType.Alternating,2,89,89_d_4.wav,43
20,20,TrialType.Czech,4,BlockType.Alternating,2,71,71_st_4.wav,44
21,21,TrialType.Czech,1,BlockType.Homogenous,2,88,88_st_4.wav,11
22,22,TrialType.Czech,1,BlockType.Homogenous,2,93,93_st_4.wav,12
23,23,TrialType.Czech,1,BlockType.Homogenous,2,57,57_st_4.wav,13
24,24,TrialType.Czech,1,BlockType.Homogenous,2,63,63_st_4.wav,14
25,25,TrialType.Czech,2,BlockType.Alternating,2,132,132_st_4.wav,21
26,26,TrialType.Ostrava,2,BlockType.Alternating,2,26,26_d_4.wav,22
27,27,TrialType.Czech,2,BlockType.Alternating,2,117,117_st_4.wav,23
28,28,TrialType.Ostrava,2,BlockType.Alternating,2,70,70_d_4.wav,24
29,29,TrialType.Ostrava,3,BlockType.Homogenous,2,7,07_d_4.wav,31
30,30,TrialType.Ostrava,3,BlockType.Homogenous,2,112,112_d_4.wav,32
31,31,TrialType.Ostrava,3,BlockType.Homogenous,2,118,118_d_4.wav,33
32,32,TrialType.Ostrava,3,BlockType.Homogenous,2,58,58_d_4.wav,34
33,33,TrialType.Ostrava,4,BlockType.Alternating,3,94,94_d_4.wav,41
34,34,TrialType.Czech,4,BlockType.Alternating,3,76,76_st_4.wav,42
35,35,TrialType.Ostrava,4,BlockType.Alternating,3,95,95_d_4.wav,43
36,36,TrialType.Czech,4,BlockType.Alternating,3,27,27_st_4.wav,44
37,37,TrialType.Czech,1,BlockType.Homogenous,3,83,83_st_4.wav,11
38,38,TrialType.Czech,1,BlockType.Homogenous,3,56,56_st_4.wav,12
39,39,TrialType.Czech,1,BlockType.Homogenous,3,9,09_st_4.wav,13
40,40,TrialType.Czech,1,BlockType.Homogenous,3,2,02_st_4.wav,14
41,41,TrialType.Czech,2,BlockType.Alternating,3,64,64_st_4.wav,21
42,42,TrialType.Ostrava,2,BlockType.Alternating,3,34,34_d_4.wav,22
43,43,TrialType.Czech,2,BlockType.Alternating,3,99,99_st_4.wav,23
44,44,TrialType.Ostrava,2,BlockType.Alternating,3,109,109_d_4.wav,24
45,45,TrialType.Ostrava,3,BlockType.Homogenous,3,12,12_d_4.wav,31
46,46,TrialType.Ostrava,3,BlockType.Homogenous,3,20,20_d_4.wav,32
47,47,TrialType.Ostrava,3,BlockType.Homogenous,3,126,126_d_4.wav,33
48,48,TrialType.Ostrava,3,BlockType.Homogenous,3,103,103_d_4.wav,34
49,49,TrialType.Ostrava,4,BlockType.Alternating,4,113,113_d_4.wav,41
50,50,TrialType.Czech,4,BlockType.Alternating,4,121,121_st_4.wav,42
51,51,TrialType.Ostrava,4,BlockType.Alternating,4,48,48_d_4.wav,43
52,52,TrialType.Czech,4,BlockType.Alternating,4,124,124_st_4.wav,44
53,53,TrialType.Czech,1,BlockType.Homogenous,4,106,106_st_4.wav,11
54,54,TrialType.Czech,1,BlockType.Homogenous,4,49,49_st_4.wav,12
55,55,TrialType.Czech,1,BlockType.Homogenous,4,97,97_st_4.wav,13
56,56,TrialType.Czech,1,BlockType.Homogenous,4,21,21_st_4.wav,14
57,57,TrialType.Czech,2,BlockType.Alternating,4,92,92_st_4.wav,21
58,58,TrialType.Ostrava,2,BlockType.Alternating,4,44,44_d_4.wav,22
59,59,TrialType.Czech,2,BlockType.Alternating,4,4,04_st_4.wav,23
60,60,TrialType.Ostrava,2,BlockType.Alternating,4,85,85_d_4.wav,24
61,61,TrialType.Ostrava,3,BlockType.Homogenous,4,59,59_d_4.wav,31
62,62,TrialType.Ostrava,3,BlockType.Homogenous,4,37,37_d_4.wav,32
63,63,TrialType.Ostrava,3,BlockType.Homogenous,4,104,104_d_4.wav,33
64,64,TrialType.Ostrava,3,BlockType.Homogenous,4,1,01_d_4.wav,34
