trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,3,BlockType.Homogenous,1,60,60_d_4.wav,31.0
2,2,TrialType.Ostrava,3,BlockType.Homogenous,1,64,64_d_4.wav,32.0
3,3,TrialType.Ostrava,3,BlockType.Homogenous,1,118,118_d_4.wav,33.0
4,4,TrialType.Ostrava,3,BlockType.Homogenous,1,71,71_d_4.wav,34.0
5,5,TrialType.Ostrava,4,BlockType.Alternating,1,104,104_d_4.wav,41.0
6,6,TrialType.Czech,4,BlockType.Alternating,1,54,54_st_4.wav,42.0
7,7,TrialType.Ostrava,4,BlockType.Alternating,1,63,63_d_4.wav,43.0
8,8,TrialType.Czech,4,BlockType.Alternating,1,28,28_st_4.wav,44.0
9,9,TrialType.Czech,1,BlockType.Homogenous,1,91,91_st_4.wav,11.0
10,10,TrialType.Czech,1,BlockType.Homogenous,1,42,42_st_4.wav,12.0
11,11,TrialType.Czech,1,BlockType.Homogenous,1,31,31_st_4.wav,13.0
12,12,TrialType.Czech,1,BlockType.Homogenous,1,62,62_st_4.wav,14.0
13,13,TrialType.Czech,2,BlockType.Alternating,1,116,116_st_4.wav,21.0
14,14,TrialType.Ostrava,2,BlockType.Alternating,1,21,21_d_4.wav,22.0
15,15,TrialType.Czech,2,BlockType.Alternating,1,51,51_st_4.wav,23.0
16,16,TrialType.Ostrava,2,BlockType.Alternating,1,47,47_d_4.wav,24.0
17,17,TrialType.Ostrava,3,BlockType.Homogenous,2,50,50_d_4.wav,31.0
18,18,TrialType.Ostrava,3,BlockType.Homogenous,2,76,76_d_4.wav,32.0
19,19,TrialType.Ostrava,3,BlockType.Homogenous,2,25,25_d_4.wav,33.0
20,20,TrialType.Ostrava,3,BlockType.Homogenous,2,4,04_d_4.wav,34.0
21,21,TrialType.Ostrava,4,BlockType.Alternating,2,75,75_d_4.wav,41.0
22,22,TrialType.Czech,4,BlockType.Alternating,2,112,112_st_4.wav,42.0
23,23,TrialType.Ostrava,4,BlockType.Alternating,2,86,86_d_4.wav,43.0
24,24,TrialType.Czech,4,BlockType.Alternating,2,10,10_st_4.wav,44.0
25,25,TrialType.Czech,1,BlockType.Homogenous,2,27,27_st_4.wav,11.0
26,26,TrialType.Czech,1,BlockType.Homogenous,2,8,08_st_4.wav,12.0
27,27,TrialType.Czech,1,BlockType.Homogenous,2,125,125_st_4.wav,13.0
28,28,TrialType.Czech,1,BlockType.Homogenous,2,88,88_st_4.wav,14.0
29,29,TrialType.Czech,2,BlockType.Alternating,2,68,68_st_4.wav,21.0
30,30,TrialType.Ostrava,2,BlockType.Alternating,2,40,40_d_4.wav,22.0
31,31,TrialType.Czech,2,BlockType.Alternating,2,39,39_st_4.wav,23.0
32,32,TrialType.Ostrava,2,BlockType.Alternating,2,1,01_d_4.wav,24.0
33,33,TrialType.Ostrava,3,BlockType.Homogenous,3,41,41_d_4.wav,31.0
34,34,TrialType.Ostrava,3,BlockType.Homogenous,3,110,110_d_4.wav,32.0
35,35,TrialType.Ostrava,3,BlockType.Homogenous,3,11,11_d_4.wav,33.0
36,36,TrialType.Ostrava,3,BlockType.Homogenous,3,24,24_d_4.wav,34.0
37,37,TrialType.Ostrava,4,BlockType.Alternating,3,3,03_d_4.wav,41.0
38,38,TrialType.Czech,4,BlockType.Alternating,3,92,92_st_4.wav,42.0
39,39,TrialType.Ostrava,4,BlockType.Alternating,3,90,90_d_4.wav,43.0
40,40,TrialType.Czech,4,BlockType.Alternating,3,30,30_st_4.wav,44.0
