trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,4,BlockType.Alternating,1,99,99_d_4.wav,41
2,2,TrialType.Czech,4,BlockType.Alternating,1,86,86_st_4.wav,42
3,3,TrialType.Ostrava,4,BlockType.Alternating,1,60,60_d_4.wav,43
4,4,TrialType.Czech,4,BlockType.Alternating,1,43,43_st_4.wav,44
5,5,TrialType.Czech,1,BlockType.Homogenous,1,100,100_st_4.wav,11
6,6,TrialType.Czech,1,BlockType.Homogenous,1,74,74_st_4.wav,12
7,7,TrialType.Czech,1,BlockType.Homogenous,1,116,116_st_4.wav,13
8,8,TrialType.Czech,1,BlockType.Homogenous,1,89,89_st_4.wav,14
9,9,TrialType.Czech,2,BlockType.Alternating,1,37,37_st_4.wav,21
10,10,TrialType.Ostrava,2,BlockType.Alternating,1,71,71_d_4.wav,22
11,11,TrialType.Czech,2,BlockType.Alternating,1,36,36_st_4.wav,23
12,12,TrialType.Ostrava,2,BlockType.Alternating,1,50,50_d_4.wav,24
13,13,TrialType.Ostrava,3,BlockType.Homogenous,1,111,111_d_4.wav,31
14,14,TrialType.Ostrava,3,BlockType.Homogenous,1,94,94_d_4.wav,32
15,15,TrialType.Ostrava,3,BlockType.Homogenous,1,133,133_d_4.wav,33
16,16,TrialType.Ostrava,3,BlockType.Homogenous,1,128,128_d_4.wav,34
17,17,TrialType.Ostrava,4,BlockType.Alternating,2,2,02_d_4.wav,41
18,18,TrialType.Czech,4,BlockType.Alternating,2,101,101_st_4.wav,42
19,19,TrialType.Ostrava,4,BlockType.Alternating,2,32,32_d_4.wav,43
20,20,TrialType.Czech,4,BlockType.Alternating,2,85,85_st_4.wav,44
21,21,TrialType.Czech,1,BlockType.Homogenous,2,109,109_st_4.wav,11
22,22,TrialType.Czech,1,BlockType.Homogenous,2,3,03_st_4.wav,12
23,23,TrialType.Czech,1,BlockType.Homogenous,2,57,57_st_4.wav,13
24,24,TrialType.Czech,1,BlockType.Homogenous,2,20,20_st_4.wav,14
25,25,TrialType.Czech,2,BlockType.Alternating,2,110,110_st_4.wav,21
26,26,TrialType.Ostrava,2,BlockType.Alternating,2,93,93_d_4.wav,22
27,27,TrialType.Czech,2,BlockType.Alternating,2,41,41_st_4.wav,23
28,28,TrialType.Ostrava,2,BlockType.Alternating,2,22,22_d_4.wav,24
29,29,TrialType.Ostrava,3,BlockType.Homogenous,2,33,33_d_4.wav,31
30,30,TrialType.Ostrava,3,BlockType.Homogenous,2,84,84_d_4.wav,32
31,31,TrialType.Ostrava,3,BlockType.Homogenous,2,126,126_d_4.wav,33
32,32,TrialType.Ostrava,3,BlockType.Homogenous,2,80,80_d_4.wav,34
33,33,TrialType.Ostrava,4,BlockType.Alternating,3,75,75_d_4.wav,41
34,34,TrialType.Czech,4,BlockType.Alternating,3,8,08_st_4.wav,42
35,35,TrialType.Ostrava,4,BlockType.Alternating,3,16,16_d_4.wav,43
36,36,TrialType.Czech,4,BlockType.Alternating,3,76,76_st_4.wav,44
37,37,TrialType.Czech,1,BlockType.Homogenous,3,5,05_st_4.wav,11
38,38,TrialType.Czech,1,BlockType.Homogenous,3,56,56_st_4.wav,12
39,39,TrialType.Czech,1,BlockType.Homogenous,3,125,125_st_4.wav,13
40,40,TrialType.Czech,1,BlockType.Homogenous,3,28,28_st_4.wav,14
41,41,TrialType.Czech,2,BlockType.Alternating,3,10,10_st_4.wav,21
42,42,TrialType.Ostrava,2,BlockType.Alternating,3,47,47_d_4.wav,22
43,43,TrialType.Czech,2,BlockType.Alternating,3,61,61_st_4.wav,23
44,44,TrialType.Ostrava,2,BlockType.Alternating,3,17,17_d_4.wav,24
45,45,TrialType.Ostrava,3,BlockType.Homogenous,3,72,72_d_4.wav,31
46,46,TrialType.Ostrava,3,BlockType.Homogenous,3,132,132_d_4.wav,32
47,47,TrialType.Ostrava,3,BlockType.Homogenous,3,112,112_d_4.wav,33
48,48,TrialType.Ostrava,3,BlockType.Homogenous,3,119,119_d_4.wav,34
49,49,TrialType.Ostrava,4,BlockType.Alternating,4,13,13_d_4.wav,41
50,50,TrialType.Czech,4,BlockType.Alternating,4,19,19_st_4.wav,42
51,51,TrialType.Ostrava,4,BlockType.Alternating,4,23,23_d_4.wav,43
52,52,TrialType.Czech,4,BlockType.Alternating,4,7,07_st_4.wav,44
53,53,TrialType.Czech,1,BlockType.Homogenous,4,35,35_st_4.wav,11
54,54,TrialType.Czech,1,BlockType.Homogenous,4,107,107_st_4.wav,12
55,55,TrialType.Czech,1,BlockType.Homogenous,4,29,29_st_4.wav,13
56,56,TrialType.Czech,1,BlockType.Homogenous,4,4,04_st_4.wav,14
57,57,TrialType.Czech,2,BlockType.Alternating,4,118,118_st_4.wav,21
58,58,TrialType.Ostrava,2,BlockType.Alternating,4,24,24_d_4.wav,22
59,59,TrialType.Czech,2,BlockType.Alternating,4,95,95_st_4.wav,23
60,60,TrialType.Ostrava,2,BlockType.Alternating,4,129,129_d_4.wav,24
61,61,TrialType.Ostrava,3,BlockType.Homogenous,4,39,39_d_4.wav,31
62,62,TrialType.Ostrava,3,BlockType.Homogenous,4,52,52_d_4.wav,32
63,63,TrialType.Ostrava,3,BlockType.Homogenous,4,83,83_d_4.wav,33
64,64,TrialType.Ostrava,3,BlockType.Homogenous,4,14,14_d_4.wav,34
