trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,3,BlockType.Homogenous,1,37,37_d_4.wav,31.0
2,2,TrialType.Ostrava,3,BlockType.Homogenous,1,21,21_d_4.wav,32.0
3,3,TrialType.Ostrava,3,BlockType.Homogenous,1,3,03_d_4.wav,33.0
4,4,TrialType.Ostrava,3,BlockType.Homogenous,1,68,68_d_4.wav,34.0
5,5,TrialType.Ostrava,4,BlockType.Alternating,1,32,32_d_4.wav,41.0
6,6,TrialType.Czech,4,BlockType.Alternating,1,76,76_st_4.wav,42.0
7,7,TrialType.Ostrava,4,BlockType.Alternating,1,65,65_d_4.wav,43.0
8,8,TrialType.Czech,4,BlockType.Alternating,1,58,58_st_4.wav,44.0
9,9,TrialType.Czech,1,BlockType.Homogenous,1,129,129_st_4.wav,11.0
10,10,TrialType.Czech,1,BlockType.Homogenous,1,77,77_st_4.wav,12.0
11,11,TrialType.Czech,1,BlockType.Homogenous,1,5,05_st_4.wav,13.0
12,12,TrialType.Czech,1,BlockType.Homogenous,1,18,18_st_4.wav,14.0
13,13,TrialType.Czech,2,BlockType.Alternating,1,16,16_st_4.wav,21.0
14,14,TrialType.Ostrava,2,BlockType.Alternating,1,1,01_d_4.wav,22.0
15,15,TrialType.Czech,2,BlockType.Alternating,1,84,84_st_4.wav,23.0
16,16,TrialType.Ostrava,2,BlockType.Alternating,1,4,04_d_4.wav,24.0
17,17,TrialType.Ostrava,3,BlockType.Homogenous,2,122,122_d_4.wav,31.0
18,18,TrialType.Ostrava,3,BlockType.Homogenous,2,25,25_d_4.wav,32.0
19,19,TrialType.Ostrava,3,BlockType.Homogenous,2,15,15_d_4.wav,33.0
20,20,TrialType.Ostrava,3,BlockType.Homogenous,2,24,24_d_4.wav,34.0
21,21,TrialType.Ostrava,4,BlockType.Alternating,2,111,111_d_4.wav,41.0
22,22,TrialType.Czech,4,BlockType.Alternating,2,53,53_st_4.wav,42.0
23,23,TrialType.Ostrava,4,BlockType.Alternating,2,130,130_d_4.wav,43.0
24,24,TrialType.Czech,4,BlockType.Alternating,2,61,61_st_4.wav,44.0
25,25,TrialType.Czech,1,BlockType.Homogenous,2,119,119_st_4.wav,11.0
26,26,TrialType.Czech,1,BlockType.Homogenous,2,109,109_st_4.wav,12.0
27,27,TrialType.Czech,1,BlockType.Homogenous,2,99,99_st_4.wav,13.0
28,28,TrialType.Czech,1,BlockType.Homogenous,2,96,96_st_4.wav,14.0
29,29,TrialType.Czech,2,BlockType.Alternating,2,121,121_st_4.wav,21.0
30,30,TrialType.Ostrava,2,BlockType.Alternating,2,35,35_d_4.wav,22.0
31,31,TrialType.Czech,2,BlockType.Alternating,2,43,43_st_4.wav,23.0
32,32,TrialType.Ostrava,2,BlockType.Alternating,2,118,118_d_4.wav,24.0
33,33,TrialType.Ostrava,3,BlockType.Homogenous,3,30,30_d_4.wav,31.0
34,34,TrialType.Ostrava,3,BlockType.Homogenous,3,8,08_d_4.wav,32.0
35,35,TrialType.Ostrava,3,BlockType.Homogenous,3,102,102_d_4.wav,33.0
36,36,TrialType.Ostrava,3,BlockType.Homogenous,3,52,52_d_4.wav,34.0
37,37,TrialType.Ostrava,4,BlockType.Alternating,3,80,80_d_4.wav,41.0
38,38,TrialType.Czech,4,BlockType.Alternating,3,34,34_st_4.wav,42.0
39,39,TrialType.Ostrava,4,BlockType.Alternating,3,127,127_d_4.wav,43.0
40,40,TrialType.Czech,4,BlockType.Alternating,3,72,72_st_4.wav,44.0
41,41,TrialType.Czech,1,BlockType.Homogenous,3,73,73_st_4.wav,11.0
42,42,TrialType.Czech,1,BlockType.Homogenous,3,50,50_st_4.wav,12.0
43,43,TrialType.Czech,1,BlockType.Homogenous,3,55,55_st_4.wav,13.0
44,44,TrialType.Czech,1,BlockType.Homogenous,3,39,39_st_4.wav,14.0
45,45,TrialType.Czech,2,BlockType.Alternating,3,124,124_st_4.wav,21.0
46,46,TrialType.Ostrava,2,BlockType.Alternating,3,11,11_d_4.wav,22.0
47,47,TrialType.Czech,2,BlockType.Alternating,3,131,131_st_4.wav,23.0
48,48,TrialType.Ostrava,2,BlockType.Alternating,3,47,47_d_4.wav,24.0
49,49,TrialType.Ostrava,3,BlockType.Homogenous,4,29,29_d_4.wav,31.0
50,50,TrialType.Ostrava,3,BlockType.Homogenous,4,125,125_d_4.wav,32.0
51,51,TrialType.Ostrava,3,BlockType.Homogenous,4,45,45_d_4.wav,33.0
52,52,TrialType.Ostrava,3,BlockType.Homogenous,4,6,06_d_4.wav,34.0
53,53,TrialType.Ostrava,4,BlockType.Alternating,4,90,90_d_4.wav,41.0
54,54,TrialType.Czech,4,BlockType.Alternating,4,31,31_st_4.wav,42.0
55,55,TrialType.Ostrava,4,BlockType.Alternating,4,22,22_d_4.wav,43.0
56,56,TrialType.Czech,4,BlockType.Alternating,4,123,123_st_4.wav,44.0
57,57,TrialType.Czech,1,BlockType.Homogenous,4,101,101_st_4.wav,11.0
58,58,TrialType.Czech,1,BlockType.Homogenous,4,106,106_st_4.wav,12.0
59,59,TrialType.Czech,1,BlockType.Homogenous,4,112,112_st_4.wav,13.0
60,60,TrialType.Czech,1,BlockType.Homogenous,4,51,51_st_4.wav,14.0
61,61,TrialType.Czech,2,BlockType.Alternating,4,28,28_st_4.wav,21.0
62,62,TrialType.Ostrava,2,BlockType.Alternating,4,49,49_d_4.wav,22.0
63,63,TrialType.Czech,2,BlockType.Alternating,4,40,40_st_4.wav,23.0
64,64,TrialType.Ostrava,2,BlockType.Alternating,4,92,92_d_4.wav,24.0
