trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Czech,1,BlockType.Homogenous,1,12,12_st_4.wav,11
2,2,TrialType.Czech,1,BlockType.Homogenous,1,53,53_st_4.wav,12
3,3,TrialType.Czech,1,BlockType.Homogenous,1,8,08_st_4.wav,13
4,4,TrialType.Czech,1,BlockType.Homogenous,1,37,37_st_4.wav,14
5,5,TrialType.Czech,2,BlockType.Alternating,1,69,69_st_4.wav,21
6,6,TrialType.Ostrava,2,BlockType.Alternating,1,119,119_d_4.wav,22
7,7,TrialType.Czech,2,BlockType.Alternating,1,2,02_st_4.wav,23
8,8,TrialType.Ostrava,2,BlockType.Alternating,1,89,89_d_4.wav,24
9,9,TrialType.Ostrava,3,BlockType.Homogenous,1,57,57_d_4.wav,31
10,10,TrialType.Ostrava,3,BlockType.Homogenous,1,91,91_d_4.wav,32
11,11,TrialType.Ostrava,3,BlockType.Homogenous,1,22,22_d_4.wav,33
12,12,TrialType.Ostrava,3,BlockType.Homogenous,1,92,92_d_4.wav,34
13,13,TrialType.Ostrava,4,BlockType.Alternating,1,3,03_d_4.wav,41
14,14,TrialType.Czech,4,BlockType.Alternating,1,125,125_st_4.wav,42
15,15,TrialType.Ostrava,4,BlockType.Alternating,1,36,36_d_4.wav,43
16,16,TrialType.Czech,4,BlockType.Alternating,1,120,120_st_4.wav,44
17,17,TrialType.Czech,1,BlockType.Homogenous,2,59,59_st_4.wav,11
18,18,TrialType.Czech,1,BlockType.Homogenous,2,30,30_st_4.wav,12
19,19,TrialType.Czech,1,BlockType.Homogenous,2,25,25_st_4.wav,13
20,20,TrialType.Czech,1,BlockType.Homogenous,2,83,83_st_4.wav,14
21,21,TrialType.Czech,2,BlockType.Alternating,2,111,111_st_4.wav,21
22,22,TrialType.Ostrava,2,BlockType.Alternating,2,16,16_d_4.wav,22
23,23,TrialType.Czech,2,BlockType.Alternating,2,39,39_st_4.wav,23
24,24,TrialType.Ostrava,2,BlockType.Alternating,2,124,124_d_4.wav,24
25,25,TrialType.Ostrava,3,BlockType.Homogenous,2,90,90_d_4.wav,31
26,26,TrialType.Ostrava,3,BlockType.Homogenous,2,50,50_d_4.wav,32
27,27,TrialType.Ostrava,3,BlockType.Homogenous,2,45,45_d_4.wav,33
28,28,TrialType.Ostrava,3,BlockType.Homogenous,2,84,84_d_4.wav,34
29,29,TrialType.Ostrava,4,BlockType.Alternating,2,13,13_d_4.wav,41
30,30,TrialType.Czech,4,BlockType.Alternating,2,60,60_st_4.wav,42
31,31,TrialType.Ostrava,4,BlockType.Alternating,2,56,56_d_4.wav,43
32,32,TrialType.Czech,4,BlockType.Alternating,2,116,116_st_4.wav,44
33,33,TrialType.Czech,1,BlockType.Homogenous,3,88,88_st_4.wav,11
34,34,TrialType.Czech,1,BlockType.Homogenous,3,63,63_st_4.wav,12
35,35,TrialType.Czech,1,BlockType.Homogenous,3,38,38_st_4.wav,13
36,36,TrialType.Czech,1,BlockType.Homogenous,3,114,114_st_4.wav,14
37,37,TrialType.Czech,2,BlockType.Alternating,3,122,122_st_4.wav,21
38,38,TrialType.Ostrava,2,BlockType.Alternating,3,112,112_d_4.wav,22
39,39,TrialType.Czech,2,BlockType.Alternating,3,18,18_st_4.wav,23
40,40,TrialType.Ostrava,2,BlockType.Alternating,3,17,17_d_4.wav,24
41,41,TrialType.Ostrava,3,BlockType.Homogenous,3,62,62_d_4.wav,31
42,42,TrialType.Ostrava,3,BlockType.Homogenous,3,100,100_d_4.wav,32
43,43,TrialType.Ostrava,3,BlockType.Homogenous,3,21,21_d_4.wav,33
44,44,TrialType.Ostrava,3,BlockType.Homogenous,3,115,115_d_4.wav,34
45,45,TrialType.Ostrava,4,BlockType.Alternating,3,108,108_d_4.wav,41
46,46,TrialType.Czech,4,BlockType.Alternating,3,110,110_st_4.wav,42
47,47,TrialType.Ostrava,4,BlockType.Alternating,3,15,15_d_4.wav,43
48,48,TrialType.Czech,4,BlockType.Alternating,3,73,73_st_4.wav,44
49,49,TrialType.Czech,1,BlockType.Homogenous,4,29,29_st_4.wav,11
50,50,TrialType.Czech,1,BlockType.Homogenous,4,71,71_st_4.wav,12
51,51,TrialType.Czech,1,BlockType.Homogenous,4,42,42_st_4.wav,13
52,52,TrialType.Czech,1,BlockType.Homogenous,4,95,95_st_4.wav,14
53,53,TrialType.Czech,2,BlockType.Alternating,4,19,19_st_4.wav,21
54,54,TrialType.Ostrava,2,BlockType.Alternating,4,70,70_d_4.wav,22
55,55,TrialType.Czech,2,BlockType.Alternating,4,31,31_st_4.wav,23
56,56,TrialType.Ostrava,2,BlockType.Alternating,4,6,06_d_4.wav,24
57,57,TrialType.Ostrava,3,BlockType.Homogenous,4,75,75_d_4.wav,31
58,58,TrialType.Ostrava,3,BlockType.Homogenous,4,46,46_d_4.wav,32
59,59,TrialType.Ostrava,3,BlockType.Homogenous,4,123,123_d_4.wav,33
60,60,TrialType.Ostrava,3,BlockType.Homogenous,4,61,61_d_4.wav,34
61,61,TrialType.Ostrava,4,BlockType.Alternating,4,104,104_d_4.wav,41
62,62,TrialType.Czech,4,BlockType.Alternating,4,99,99_st_4.wav,42
63,63,TrialType.Ostrava,4,BlockType.Alternating,4,130,130_d_4.wav,43
64,64,TrialType.Czech,4,BlockType.Alternating,4,28,28_st_4.wav,44
