trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,4,BlockType.Alternating,1,133,133_d_4.wav,41
2,2,TrialType.Czech,4,BlockType.Alternating,1,130,130_st_4.wav,42
3,3,TrialType.Ostrava,4,BlockType.Alternating,1,38,38_d_4.wav,43
4,4,TrialType.Czech,4,BlockType.Alternating,1,105,105_st_4.wav,44
5,5,TrialType.Czech,1,BlockType.Homogenous,1,124,124_st_4.wav,11
6,6,TrialType.Czech,1,BlockType.Homogenous,1,8,08_st_4.wav,12
7,7,TrialType.Czech,1,BlockType.Homogenous,1,79,79_st_4.wav,13
8,8,TrialType.Czech,1,BlockType.Homogenous,1,15,15_st_4.wav,14
9,9,TrialType.Czech,2,BlockType.Alternating,1,117,117_st_4.wav,21
10,10,TrialType.Ostrava,2,BlockType.Alternating,1,7,07_d_4.wav,22
11,11,TrialType.Czech,2,BlockType.Alternating,1,52,52_st_4.wav,23
12,12,TrialType.Ostrava,2,BlockType.Alternating,1,62,62_d_4.wav,24
13,13,TrialType.Ostrava,3,BlockType.Homogenous,1,47,47_d_4.wav,31
14,14,TrialType.Ostrava,3,BlockType.Homogenous,1,55,55_d_4.wav,32
15,15,TrialType.Ostrava,3,BlockType.Homogenous,1,48,48_d_4.wav,33
16,16,TrialType.Ostrava,3,BlockType.Homogenous,1,129,129_d_4.wav,34
17,17,TrialType.Ostrava,4,BlockType.Alternating,2,93,93_d_4.wav,41
18,18,TrialType.Czech,4,BlockType.Alternating,2,11,11_st_4.wav,42
19,19,TrialType.Ostrava,4,BlockType.Alternating,2,81,81_d_4.wav,43
20,20,TrialType.Czech,4,BlockType.Alternating,2,29,29_st_4.wav,44
21,21,TrialType.Czech,1,BlockType.Homogenous,2,108,108_st_4.wav,11
22,22,TrialType.Czech,1,BlockType.Homogenous,2,131,131_st_4.wav,12
23,23,TrialType.Czech,1,BlockType.Homogenous,2,4,04_st_4.wav,13
24,24,TrialType.Czech,1,BlockType.Homogenous,2,107,107_st_4.wav,14
25,25,TrialType.Czech,2,BlockType.Alternating,2,66,66_st_4.wav,21
26,26,TrialType.Ostrava,2,BlockType.Alternating,2,72,72_d_4.wav,22
27,27,TrialType.Czech,2,BlockType.Alternating,2,104,104_st_4.wav,23
28,28,TrialType.Ostrava,2,BlockType.Alternating,2,121,121_d_4.wav,24
29,29,TrialType.Ostrava,3,BlockType.Homogenous,2,2,02_d_4.wav,31
30,30,TrialType.Ostrava,3,BlockType.Homogenous,2,112,112_d_4.wav,32
31,31,TrialType.Ostrava,3,BlockType.Homogenous,2,35,35_d_4.wav,33
32,32,TrialType.Ostrava,3,BlockType.Homogenous,2,106,106_d_4.wav,34
33,33,TrialType.Ostrava,4,BlockType.Alternating,3,30,30_d_4.wav,41
34,34,TrialType.Czech,4,BlockType.Alternating,3,111,111_st_4.wav,42
35,35,TrialType.Ostrava,4,BlockType.Alternating,3,102,102_d_4.wav,43
36,36,TrialType.Czech,4,BlockType.Alternating,3,125,125_st_4.wav,44
37,37,TrialType.Czech,1,BlockType.Homogenous,3,87,87_st_4.wav,11
38,38,TrialType.Czech,1,BlockType.Homogenous,3,88,88_st_4.wav,12
39,39,TrialType.Czech,1,BlockType.Homogenous,3,80,80_st_4.wav,13
40,40,TrialType.Czech,1,BlockType.Homogenous,3,114,114_st_4.wav,14
41,41,TrialType.Czech,2,BlockType.Alternating,3,21,21_st_4.wav,21
42,42,TrialType.Ostrava,2,BlockType.Alternating,3,115,115_d_4.wav,22
43,43,TrialType.Czech,2,BlockType.Alternating,3,109,109_st_4.wav,23
44,44,TrialType.Ostrava,2,BlockType.Alternating,3,42,42_d_4.wav,24
45,45,TrialType.Ostrava,3,BlockType.Homogenous,3,122,122_d_4.wav,31
46,46,TrialType.Ostrava,3,BlockType.Homogenous,3,127,127_d_4.wav,32
47,47,TrialType.Ostrava,3,BlockType.Homogenous,3,32,32_d_4.wav,33
48,48,TrialType.Ostrava,3,BlockType.Homogenous,3,60,60_d_4.wav,34
49,49,TrialType.Ostrava,4,BlockType.Alternating,4,123,123_d_4.wav,41
50,50,TrialType.Czech,4,BlockType.Alternating,4,59,59_st_4.wav,42
51,51,TrialType.Ostrava,4,BlockType.Alternating,4,53,53_d_4.wav,43
52,52,TrialType.Czech,4,BlockType.Alternating,4,68,68_st_4.wav,44
53,53,TrialType.Czech,1,BlockType.Homogenous,4,95,95_st_4.wav,11
54,54,TrialType.Czech,1,BlockType.Homogenous,4,45,45_st_4.wav,12
55,55,TrialType.Czech,1,BlockType.Homogenous,4,118,118_st_4.wav,13
56,56,TrialType.Czech,1,BlockType.Homogenous,4,19,19_st_4.wav,14
57,57,TrialType.Czech,2,BlockType.Alternating,4,10,10_st_4.wav,21
58,58,TrialType.Ostrava,2,BlockType.Alternating,4,101,101_d_4.wav,22
59,59,TrialType.Czech,2,BlockType.Alternating,4,64,64_st_4.wav,23
60,60,TrialType.Ostrava,2,BlockType.Alternating,4,25,25_d_4.wav,24
61,61,TrialType.Ostrava,3,BlockType.Homogenous,4,49,49_d_4.wav,31
62,62,TrialType.Ostrava,3,BlockType.Homogenous,4,110,110_d_4.wav,32
63,63,TrialType.Ostrava,3,BlockType.Homogenous,4,99,99_d_4.wav,33
64,64,TrialType.Ostrava,3,BlockType.Homogenous,4,23,23_d_4.wav,34
