trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,3,BlockType.Homogenous,1,39,39_d_4.wav,31
2,2,TrialType.Ostrava,3,BlockType.Homogenous,1,67,67_d_4.wav,32
3,3,TrialType.Ostrava,3,BlockType.Homogenous,1,26,26_d_4.wav,33
4,4,TrialType.Ostrava,3,BlockType.Homogenous,1,84,84_d_4.wav,34
5,5,TrialType.Ostrava,4,BlockType.Alternating,1,44,44_d_4.wav,41
6,6,TrialType.Czech,4,BlockType.Alternating,1,4,04_st_4.wav,42
7,7,TrialType.Ostrava,4,BlockType.Alternating,1,53,53_d_4.wav,43
8,8,TrialType.Czech,4,BlockType.Alternating,1,127,127_st_4.wav,44
9,9,TrialType.Czech,1,BlockType.Homogenous,1,10,10_st_4.wav,11
10,10,TrialType.Czech,1,BlockType.Homogenous,1,14,14_st_4.wav,12
11,11,TrialType.Czech,1,BlockType.Homogenous,1,17,17_st_4.wav,13
12,12,TrialType.Czech,1,BlockType.Homogenous,1,41,41_st_4.wav,14
13,13,TrialType.Czech,2,BlockType.Alternating,1,61,61_st_4.wav,21
14,14,TrialType.Ostrava,2,BlockType.Alternating,1,75,75_d_4.wav,22
15,15,TrialType.Czech,2,BlockType.Alternating,1,58,58_st_4.wav,23
16,16,TrialType.Ostrava,2,BlockType.Alternating,1,126,126_d_4.wav,24
17,17,TrialType.Ostrava,3,BlockType.Homogenous,2,27,27_d_4.wav,31
18,18,TrialType.Ostrava,3,BlockType.Homogenous,2,131,131_d_4.wav,32
19,19,TrialType.Ostrava,3,BlockType.Homogenous,2,122,122_d_4.wav,33
20,20,TrialType.Ostrava,3,BlockType.Homogenous,2,81,81_d_4.wav,34
21,21,TrialType.Ostrava,4,BlockType.Alternating,2,88,88_d_4.wav,41
22,22,TrialType.Czech,4,BlockType.Alternating,2,43,43_st_4.wav,42
23,23,TrialType.Ostrava,4,BlockType.Alternating,2,112,112_d_4.wav,43
24,24,TrialType.Czech,4,BlockType.Alternating,2,55,55_st_4.wav,44
25,25,TrialType.Czech,1,BlockType.Homogenous,2,12,12_st_4.wav,11
26,26,TrialType.Czech,1,BlockType.Homogenous,2,114,114_st_4.wav,12
27,27,TrialType.Czech,1,BlockType.Homogenous,2,132,132_st_4.wav,13
28,28,TrialType.Czech,1,BlockType.Homogenous,2,105,105_st_4.wav,14
29,29,TrialType.Czech,2,BlockType.Alternating,2,63,63_st_4.wav,21
30,30,TrialType.Ostrava,2,BlockType.Alternating,2,52,52_d_4.wav,22
31,31,TrialType.Czech,2,BlockType.Alternating,2,11,11_st_4.wav,23
32,32,TrialType.Ostrava,2,BlockType.Alternating,2,117,117_d_4.wav,24
33,33,TrialType.Ostrava,3,BlockType.Homogenous,3,74,74_d_4.wav,31
34,34,TrialType.Ostrava,3,BlockType.Homogenous,3,32,32_d_4.wav,32
35,35,TrialType.Ostrava,3,BlockType.Homogenous,3,5,05_d_4.wav,33
36,36,TrialType.Ostrava,3,BlockType.Homogenous,3,116,116_d_4.wav,34
37,37,TrialType.Ostrava,4,BlockType.Alternating,3,13,13_d_4.wav,41
38,38,TrialType.Czech,4,BlockType.Alternating,3,103,103_st_4.wav,42
39,39,TrialType.Ostrava,4,BlockType.Alternating,3,25,25_d_4.wav,43
40,40,TrialType.Czech,4,BlockType.Alternating,3,33,33_st_4.wav,44
41,41,TrialType.Czech,1,BlockType.Homogenous,3,89,89_st_4.wav,11
42,42,TrialType.Czech,1,BlockType.Homogenous,3,37,37_st_4.wav,12
43,43,TrialType.Czech,1,BlockType.Homogenous,3,40,40_st_4.wav,13
44,44,TrialType.Czech,1,BlockType.Homogenous,3,92,92_st_4.wav,14
45,45,TrialType.Czech,2,BlockType.Alternating,3,93,93_st_4.wav,21
46,46,TrialType.Ostrava,2,BlockType.Alternating,3,21,21_d_4.wav,22
47,47,TrialType.Czech,2,BlockType.Alternating,3,80,80_st_4.wav,23
48,48,TrialType.Ostrava,2,BlockType.Alternating,3,16,16_d_4.wav,24
49,49,TrialType.Ostrava,3,BlockType.Homogenous,4,3,03_d_4.wav,31
50,50,TrialType.Ostrava,3,BlockType.Homogenous,4,35,35_d_4.wav,32
51,51,TrialType.Ostrava,3,BlockType.Homogenous,4,30,30_d_4.wav,33
52,52,TrialType.Ostrava,3,BlockType.Homogenous,4,29,29_d_4.wav,34
53,53,TrialType.Ostrava,4,BlockType.Alternating,4,101,101_d_4.wav,41
54,54,TrialType.Czech,4,BlockType.Alternating,4,31,31_st_4.wav,42
55,55,TrialType.Ostrava,4,BlockType.Alternating,4,8,08_d_4.wav,43
56,56,TrialType.Czech,4,BlockType.Alternating,4,2,02_st_4.wav,44
57,57,TrialType.Czech,1,BlockType.Homogenous,4,133,133_st_4.wav,11
58,58,TrialType.Czech,1,BlockType.Homogenous,4,36,36_st_4.wav,12
59,59,TrialType.Czech,1,BlockType.Homogenous,4,18,18_st_4.wav,13
60,60,TrialType.Czech,1,BlockType.Homogenous,4,111,111_st_4.wav,14
61,61,TrialType.Czech,2,BlockType.Alternating,4,119,119_st_4.wav,21
62,62,TrialType.Ostrava,2,BlockType.Alternating,4,20,20_d_4.wav,22
63,63,TrialType.Czech,2,BlockType.Alternating,4,120,120_st_4.wav,23
64,64,TrialType.Ostrava,2,BlockType.Alternating,4,56,56_d_4.wav,24
