trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,3,BlockType.Homogenous,1,42,42_d_4.wav,31
2,2,TrialType.Ostrava,3,BlockType.Homogenous,1,78,78_d_4.wav,32
3,3,TrialType.Ostrava,3,BlockType.Homogenous,1,5,05_d_4.wav,33
4,4,TrialType.Ostrava,3,BlockType.Homogenous,1,113,113_d_4.wav,34
5,5,TrialType.Ostrava,4,BlockType.Alternating,1,7,07_d_4.wav,41
6,6,TrialType.Czech,4,BlockType.Alternating,1,63,63_st_4.wav,42
7,7,TrialType.Ostrava,4,BlockType.Alternating,1,81,81_d_4.wav,43
8,8,TrialType.Czech,4,BlockType.Alternating,1,118,118_st_4.wav,44
9,9,TrialType.Czech,1,BlockType.Homogenous,1,114,114_st_4.wav,11
10,10,TrialType.Czech,1,BlockType.Homogenous,1,130,130_st_4.wav,12
11,11,TrialType.Czech,1,BlockType.Homogenous,1,62,62_st_4.wav,13
12,12,TrialType.Czech,1,BlockType.Homogenous,1,124,124_st_4.wav,14
13,13,TrialType.Czech,2,BlockType.Alternating,1,53,53_st_4.wav,21
14,14,TrialType.Ostrava,2,BlockType.Alternating,1,80,80_d_4.wav,22
15,15,TrialType.Czech,2,BlockType.Alternating,1,65,65_st_4.wav,23
16,16,TrialType.Ostrava,2,BlockType.Alternating,1,99,99_d_4.wav,24
17,17,TrialType.Ostrava,3,BlockType.Homogenous,2,33,33_d_4.wav,31
18,18,TrialType.Ostrava,3,BlockType.Homogenous,2,79,79_d_4.wav,32
19,19,TrialType.Ostrava,3,BlockType.Homogenous,2,1,01_d_4.wav,33
20,20,TrialType.Ostrava,3,BlockType.Homogenous,2,45,45_d_4.wav,34
21,21,TrialType.Ostrava,4,BlockType.Alternating,2,88,88_d_4.wav,41
22,22,TrialType.Czech,4,BlockType.Alternating,2,91,91_st_4.wav,42
23,23,TrialType.Ostrava,4,BlockType.Alternating,2,107,107_d_4.wav,43
24,24,TrialType.Czech,4,BlockType.Alternating,2,25,25_st_4.wav,44
25,25,TrialType.Czech,1,BlockType.Homogenous,2,4,04_st_4.wav,11
26,26,TrialType.Czech,1,BlockType.Homogenous,2,41,41_st_4.wav,12
27,27,TrialType.Czech,1,BlockType.Homogenous,2,100,100_st_4.wav,13
28,28,TrialType.Czech,1,BlockType.Homogenous,2,86,86_st_4.wav,14
29,29,TrialType.Czech,2,BlockType.Alternating,2,40,40_st_4.wav,21
30,30,TrialType.Ostrava,2,BlockType.Alternating,2,23,23_d_4.wav,22
31,31,TrialType.Czech,2,BlockType.Alternating,2,17,17_st_4.wav,23
32,32,TrialType.Ostrava,2,BlockType.Alternating,2,87,87_d_4.wav,24
33,33,TrialType.Ostrava,3,BlockType.Homogenous,3,123,123_d_4.wav,31
34,34,TrialType.Ostrava,3,BlockType.Homogenous,3,73,73_d_4.wav,32
35,35,TrialType.Ostrava,3,BlockType.Homogenous,3,50,50_d_4.wav,33
36,36,TrialType.Ostrava,3,BlockType.Homogenous,3,74,74_d_4.wav,34
37,37,TrialType.Ostrava,4,BlockType.Alternating,3,58,58_d_4.wav,41
38,38,TrialType.Czech,4,BlockType.Alternating,3,37,37_st_4.wav,42
39,39,TrialType.Ostrava,4,BlockType.Alternating,3,43,43_d_4.wav,43
40,40,TrialType.Czech,4,BlockType.Alternating,3,131,131_st_4.wav,44
41,41,TrialType.Czech,1,BlockType.Homogenous,3,3,03_st_4.wav,11
42,42,TrialType.Czech,1,BlockType.Homogenous,3,9,09_st_4.wav,12
43,43,TrialType.Czech,1,BlockType.Homogenous,3,108,108_st_4.wav,13
44,44,TrialType.Czech,1,BlockType.Homogenous,3,128,128_st_4.wav,14
45,45,TrialType.Czech,2,BlockType.Alternating,3,119,119_st_4.wav,21
46,46,TrialType.Ostrava,2,BlockType.Alternating,3,39,39_d_4.wav,22
47,47,TrialType.Czech,2,BlockType.Alternating,3,29,29_st_4.wav,23
48,48,TrialType.Ostrava,2,BlockType.Alternating,3,32,32_d_4.wav,24
49,49,TrialType.Ostrava,3,BlockType.Homogenous,4,59,59_d_4.wav,31
50,50,TrialType.Ostrava,3,BlockType.Homogenous,4,51,51_d_4.wav,32
51,51,TrialType.Ostrava,3,BlockType.Homogenous,4,16,16_d_4.wav,33
52,52,TrialType.Ostrava,3,BlockType.Homogenous,4,132,132_d_4.wav,34
53,53,TrialType.Ostrava,4,BlockType.Alternating,4,121,121_d_4.wav,41
54,54,TrialType.Czech,4,BlockType.Alternating,4,96,96_st_4.wav,42
55,55,TrialType.Ostrava,4,BlockType.Alternating,4,57,57_d_4.wav,43
56,56,TrialType.Czech,4,BlockType.Alternating,4,133,133_st_4.wav,44
57,57,TrialType.Czech,1,BlockType.Homogenous,4,115,115_st_4.wav,11
58,58,TrialType.Czech,1,BlockType.Homogenous,4,34,34_st_4.wav,12
59,59,TrialType.Czech,1,BlockType.Homogenous,4,36,36_st_4.wav,13
60,60,TrialType.Czech,1,BlockType.Homogenous,4,48,48_st_4.wav,14
61,61,TrialType.Czech,2,BlockType.Alternating,4,19,19_st_4.wav,21
62,62,TrialType.Ostrava,2,BlockType.Alternating,4,55,55_d_4.wav,22
63,63,TrialType.Czech,2,BlockType.Alternating,4,26,26_st_4.wav,23
64,64,TrialType.Ostrava,2,BlockType.Alternating,4,10,10_d_4.wav,24
