trial,trial,condition,block_number,block_type,set_number,stimulus_number,stimulus,trigger
1,1,TrialType.Ostrava,4,BlockType.Alternating,1,6,06_d_4.wav,41
2,2,TrialType.Czech,4,BlockType.Alternating,1,33,33_st_4.wav,42
3,3,TrialType.Ostrava,4,BlockType.Alternating,1,99,99_d_4.wav,43
4,4,TrialType.Czech,4,BlockType.Alternating,1,82,82_st_4.wav,44
5,5,TrialType.Czech,1,BlockType.Homogenous,1,60,60_st_4.wav,11
6,6,TrialType.Czech,1,BlockType.Homogenous,1,27,27_st_4.wav,12
7,7,TrialType.Czech,1,BlockType.Homogenous,1,101,101_st_4.wav,13
8,8,TrialType.Czech,1,BlockType.Homogenous,1,104,104_st_4.wav,14
9,9,TrialType.Czech,2,BlockType.Alternating,1,73,73_st_4.wav,21
10,10,TrialType.Ostrava,2,BlockType.Alternating,1,127,127_d_4.wav,22
11,11,TrialType.Czech,2,BlockType.Alternating,1,40,40_st_4.wav,23
12,12,TrialType.Ostrava,2,BlockType.Alternating,1,54,54_d_4.wav,24
13,13,TrialType.Ostrava,3,BlockType.Homogenous,1,59,59_d_4.wav,31
14,14,TrialType.Ostrava,3,BlockType.Homogenous,1,124,124_d_4.wav,32
15,15,TrialType.Ostrava,3,BlockType.Homogenous,1,42,42_d_4.wav,33
16,16,TrialType.Ostrava,3,BlockType.Homogenous,1,92,92_d_4.wav,34
17,17,TrialType.Ostrava,4,BlockType.Alternating,2,125,125_d_4.wav,41
18,18,TrialType.Czech,4,BlockType.Alternating,2,131,131_st_4.wav,42
19,19,TrialType.Ostrava,4,BlockType.Alternating,2,84,84_d_4.wav,43
20,20,TrialType.Czech,4,BlockType.Alternating,2,38,38_st_4.wav,44
21,21,TrialType.Czech,1,BlockType.Homogenous,2,96,96_st_4.wav,11
22,22,TrialType.Czech,1,BlockType.Homogenous,2,85,85_st_4.wav,12
23,23,TrialType.Czech,1,BlockType.Homogenous,2,53,53_st_4.wav,13
24,24,TrialType.Czech,1,BlockType.Homogenous,2,16,16_st_4.wav,14
25,25,TrialType.Czech,2,BlockType.Alternating,2,74,74_st_4.wav,21
26,26,TrialType.Ostrava,2,BlockType.Alternating,2,110,110_d_4.wav,22
27,27,TrialType.Czech,2,BlockType.Alternating,2,3,03_st_4.wav,23
28,28,TrialType.Ostrava,2,BlockType.Alternating,2,22,22_d_4.wav,24
29,29,TrialType.Ostrava,3,BlockType.Homogenous,2,100,100_d_4.wav,31
30,30,TrialType.Ostrava,3,BlockType.Homogenous,2,45,45_d_4.wav,32
31,31,TrialType.Ostrava,3,BlockType.Homogenous,2,35,35_d_4.wav,33
32,32,TrialType.Ostrava,3,BlockType.Homogenous,2,36,36_d_4.wav,34
33,33,TrialType.Ostrava,4,BlockType.Alternating,3,46,46_d_4.wav,41
34,34,TrialType.Czech,4,BlockType.Alternating,3,1,01_st_4.wav,42
35,35,TrialType.Ostrava,4,BlockType.Alternating,3,107,107_d_4.wav,43
36,36,TrialType.Czech,4,BlockType.Alternating,3,87,87_st_4.wav,44
37,37,TrialType.Czech,1,BlockType.Homogenous,3,78,78_st_4.wav,11
38,38,TrialType.Czech,1,BlockType.Homogenous,3,51,51_st_4.wav,12
39,39,TrialType.Czech,1,BlockType.Homogenous,3,89,89_st_4.wav,13
40,40,TrialType.Czech,1,BlockType.Homogenous,3,112,112_st_4.wav,14
41,41,TrialType.Czech,2,BlockType.Alternating,3,8,08_st_4.wav,21
42,42,TrialType.Ostrava,2,BlockType.Alternating,3,115,115_d_4.wav,22
43,43,TrialType.Czech,2,BlockType.Alternating,3,58,58_st_4.wav,23
44,44,TrialType.Ostrava,2,BlockType.Alternating,3,133,133_d_4.wav,24
45,45,TrialType.Ostrava,3,BlockType.Homogenous,3,7,07_d_4.wav,31
46,46,TrialType.Ostrava,3,BlockType.Homogenous,3,68,68_d_4.wav,32
47,47,TrialType.Ostrava,3,BlockType.Homogenous,3,14,14_d_4.wav,33
48,48,TrialType.Ostrava,3,BlockType.Homogenous,3,23,23_d_4.wav,34
49,49,TrialType.Ostrava,4,BlockType.Alternating,4,83,83_d_4.wav,41
50,50,TrialType.Czech,4,BlockType.Alternating,4,126,126_st_4.wav,42
51,51,TrialType.Ostrava,4,BlockType.Alternating,4,47,47_d_4.wav,43
52,52,TrialType.Czech,4,BlockType.Alternating,4,88,88_st_4.wav,44
53,53,TrialType.Czech,1,BlockType.Homogenous,4,32,32_st_4.wav,11
54,54,TrialType.Czech,1,BlockType.Homogenous,4,95,95_st_4.wav,12
55,55,TrialType.Czech,1,BlockType.Homogenous,4,108,108_st_4.wav,13
56,56,TrialType.Czech,1,BlockType.Homogenous,4,41,41_st_4.wav,14
57,57,TrialType.Czech,2,BlockType.Alternating,4,65,65_st_4.wav,21
58,58,TrialType.Ostrava,2,BlockType.Alternating,4,130,130_d_4.wav,22
59,59,TrialType.Czech,2,BlockType.Alternating,4,2,02_st_4.wav,23
60,60,TrialType.Ostrava,2,BlockType.Alternating,4,66,66_d_4.wav,24
61,61,TrialType.Ostrava,3,BlockType.Homogenous,4,72,72_d_4.wav,31
62,62,TrialType.Ostrava,3,BlockType.Homogenous,4,77,77_d_4.wav,32
63,63,TrialType.Ostrava,3,BlockType.Homogenous,4,119,119_d_4.wav,33
64,64,TrialType.Ostrava,3,BlockType.Homogenous,4,49,49_d_4.wav,34
